"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","low","55.6","235.3","1.2","12.3","74.2","0.5","2.0","88.4"
"Kenneth Gainwell","PHI","92.0","403.1","3.7","22.1","168.9","0.7","0.6","93.3"
"","high","106.1","493.0","4.1","28.4","201.9","1.1","0.4","107.9"
"","low","70.4","308.5","3.2","14.9","105.8","0.0","1.0","81.0"
"Tank Bigsby","JAC","108.5","431.9","2.7","17.8","141.7","0.7","0.9","85.1"
"","high","128.4","513.7","3.5","26.4","190.6","1.3","0.4","107.9"
"","low","89.7","294.9","1.4","10.8","55.8","0.3","2.0","73.1"
"Chase Edmonds","TB","90.7","389.7","2.0","22.2","172.8","0.8","0.4","83.4"
"","high","110.0","485.2","2.9","26.0","200.3","1.0","0.0","123.5"
"","low","70.4","301.7","0.3","20.1","151.1","0.2","1.0","59.1"
"Gus Edwards","BAL","121.1","565.2","2.9","6.4","57.2","0.2","0.9","81.8"
"","high","133.0","650.8","4.7","9.4","82.0","0.4","0.6","91.6"
"","low","108.1","453.5","0.3","5.0","33.1","0.0","1.1","62.1"
"Roschon Johnson","CHI","100.7","453.2","2.4","8.9","100.7","0.5","1.0","75.3"
"","high","121.9","639.0","4.0","14.0","178.7","1.0","0.3","96.2"
"","low","66.6","281.6","1.1","3.8","26.7","0.2","2.0","67.6"
"Cordarrelle Patterson","ATL","72.6","308.7","2.4","19.2","159.0","0.8","0.4","74.6"
"","high","89.0","363.8","4.0","26.3","198.6","1.4","0.2","89.5"
"","low","53.5","255.5","0.9","12.0","97.0","0.4","1.0","70.6"
"Joshua Kelley","LAC","92.8","380.4","2.3","13.6","115.7","0.3","1.2","69.4"
"","high","104.5","437.6","3.8","23.1","163.2","0.7","0.5","100.2"
"","low","77.1","312.3","1.2","4.8","35.4","0.0","1.7","40.8"
"Michael Carter","NYJ","76.3","286.4","1.4","22.0","183.0","0.7","0.5","69.3"
"","high","104.0","368.4","1.9","29.4","250.8","1.2","0.2","107.7"
"","low","46.4","194.0","1.0","8.5","61.1","0.0","0.7","45.2"
"Tyjae Spears","TEN","89.8","353.7","1.8","15.3","126.6","0.6","0.8","68.5"
"","high","109.7","433.0","3.0","20.0","188.0","1.0","0.4","86.9"
"","low","73.7","282.0","0.7","11.0","61.4","0.2","2.0","63.2"
"Clyde Edwards-Helaire","KC","77.3","327.5","2.2","13.2","115.5","0.9","0.6","68.3"
"","high","118.7","451.0","4.0","16.6","151.8","2.0","0.2","92.7"
"","low","41.9","181.0","0.7","7.4","56.0","0.4","1.0","41.3"
"Zonovan Knight","NYJ","87.7","353.2","1.5","16.1","117.5","0.6","0.4","66.9"
"","high","98.0","395.9","2.4","21.9","151.7","1.2","0.1","79.9"
"","low","74.3","309.8","0.3","12.3","84.8","0.1","0.6","69.6"
"Chase Brown","CIN","74.3","300.2","1.8","18.0","145.9","0.6","0.8","66.7"
"","high","100.4","379.8","3.0","28.0","259.0","1.0","0.3","84.3"
"","low","48.4","204.1","0.5","11.8","80.6","0.2","2.0","47.3"
"Kendre Miller","NO","85.3","332.6","1.9","12.8","120.6","0.5","0.8","64.4"
"","high","126.9","506.0","3.0","19.0","194.0","1.0","0.2","103.6"
"","low","44.4","188.6","1.2","10.0","63.1","0.4","2.0","53.0"
"Jerome Ford","CLE","93.7","346.9","1.8","11.0","104.6","0.3","0.6","62.3"
"","high","112.7","496.4","3.4","19.4","172.1","0.8","0.1","93.7"
"","low","64.7","114.6","0.7","4.1","33.1","0.0","1.0","29.6"
"Pierre Strong Jr.","NE","82.0","325.8","1.8","10.2","90.0","0.2","0.5","58.0"
"","high","117.0","566.0","4.0","16.0","152.7","0.4","0.2","82.5"
"","low","40.9","163.5","0.6","6.2","43.4","0.0","1.0","49.1"
"Keaontay Ingram","ARI","75.1","303.0","1.8","13.6","91.4","0.3","0.4","57.9"
"","high","103.0","355.0","3.0","15.0","108.0","0.5","0.0","79.5"
"","low","54.2","204.4","0.0","12.7","71.5","0.0","1.0","47.6"
"Kyren Williams","LAR","83.3","302.3","1.2","14.4","120.7","0.3","0.5","57.7"
"","high","96.3","401.6","2.3","23.6","184.1","0.8","0.1","77.4"
"","low","75.9","147.6","0.4","7.9","58.8","0.0","1.0","37.2"
"Israel Abanikanda","NYJ","72.6","295.6","1.5","11.5","114.9","0.4","0.9","56.8"
"","high","113.0","492.0","4.0","18.0","180.0","1.0","0.1","80.7"
"","low","10.4","42.3","0.3","4.9","34.0","0.1","2.0","70.5"
"Ronald Jones II","DAL","91.1","371.9","2.2","4.9","42.2","0.1","0.7","56.1"
"","high","116.0","523.0","3.0","6.2","65.7","0.3","0.4","63.5"
"","low","78.6","274.5","0.1","3.0","26.0","0.0","1.0","43.2"
"Latavius Murray","BUF","62.5","293.5","1.7","10.3","75.1","0.2","0.3","52.7"
"","high","108.0","434.3","3.0","15.3","126.4","0.4","0.0","96.2"
"","low","20.1","87.0","0.6","6.8","44.8","0.0","1.0","24.3"
"Ty Chandler","MIN","83.1","274.9","1.7","9.8","80.7","0.4","0.7","52.2"
"","high","114.0","458.0","4.0","15.0","135.0","1.0","0.0","71.9"
"","low","62.5","12.8","0.1","1.2","11.3","0.0","2.0","9.4"
"Matt Breida","NYG","61.1","274.1","1.2","12.9","106.6","0.3","0.9","52.1"
"","high","85.2","366.1","2.2","17.0","168.6","0.6","0.3","85.8"
"","low","48.8","221.7","0.3","6.0","44.3","0.0","1.2","30.4"
"Malik Davis","DAL","71.0","293.3","1.7","6.2","61.0","0.2","0.3","49.2"
"","high","95.8","406.3","2.8","8.6","96.8","0.5","0.0","68.8"
"","low","37.0","151.0","0.1","3.0","33.0","0.0","0.4","16.1"
"Isaiah Spiller","LAC","70.5","274.3","1.2","9.5","82.2","0.3","0.3","48.7"
"","high","94.4","391.9","2.2","14.0","135.9","0.6","0.2","73.1"
"","low","55.7","194.3","0.4","5.1","24.1","0.1","0.5","39.7"
"Zamir White","LV","59.4","253.1","1.9","10.4","48.6","0.3","0.2","48.3"
"","high","102.7","437.2","3.2","16.5","112.9","0.7","0.0","86.8"
"","low","0.0","0.0","0.0","4.3","0.0","0.0","0.3","82.5"
"Kenyan Drake","IND","55.2","231.3","1.2","13.0","98.4","0.2","0.4","47.1"
"","high","65.4","319.0","2.2","20.2","193.5","0.5","0.2","93.5"
"","low","44.0","165.0","0.0","5.0","26.0","0.0","1.0","18.5"
"Zack Moss","IND","63.7","283.5","1.2","9.0","60.8","0.2","0.5","46.5"
"","high","113.0","450.0","2.6","11.0","82.2","0.3","0.2","71.0"
"","low","29.7","131.0","0.2","7.1","40.1","0.0","1.0","30.1"
"Corey Clement","ARI","57.8","210.3","1.7","11.7","81.5","0.2","0.4","45.4"
"","high","118.0","439.0","5.0","15.0","128.0","0.4","0.0","73.9"
"","low","23.9","100.0","0.0","6.6","40.0","0.0","1.0","24.8"
"Zach Evans","LAR","60.9","221.8","1.2","9.3","87.0","0.4","0.5","44.3"
"","high","100.4","379.8","2.0","14.0","140.9","1.0","0.2","74.9"
"","low","36.9","152.8","0.5","6.3","41.6","0.2","1.0","35.5"
"Deuce Vaughn","DAL","47.4","214.2","1.2","11.2","84.9","0.3","0.5","43.4"
"","high","72.2","298.8","2.8","17.0","124.4","0.7","0.2","75.1"
"","low","33.1","141.9","0.1","4.0","36.0","0.0","1.0","17.6"
"JaMycal Hasty","JAC","37.4","181.0","1.0","12.8","96.9","0.4","0.4","41.8"
"","high","73.0","319.0","2.0","19.0","134.3","1.0","0.1","71.9"
"","low","11.2","47.1","0.2","4.5","30.5","0.1","1.0","16.8"
"Ty Montgomery","NE","38.7","118.6","0.6","19.1","128.6","0.7","0.1","41.7"
"","high","44.6","192.4","1.2","29.3","220.4","1.3","0.0","61.3"
"","low","30.0","32.3","0.0","8.5","68.0","0.0","0.3","22.6"
"Eric Gray","NYG","50.9","216.3","1.1","8.5","72.8","0.4","0.5","41.4"
"","high","78.0","381.0","3.0","13.0","110.0","1.0","0.1","60.2"
"","low","12.4","51.1","0.0","4.0","28.0","0.0","1.0","43.8"
"Melvin Gordon III","BAL","42.5","187.5","0.9","11.7","89.3","0.3","0.8","39.2"
"","high","85.3","339.0","2.1","22.5","197.8","0.8","0.3","97.4"
"","low","13.5","58.4","0.0","5.6","37.2","0.0","1.1","18.7"
"Ameer Abdullah","LV","28.1","97.1","0.4","18.4","140.5","0.6","0.4","38.1"
"","high","69.0","264.0","1.0","26.3","225.0","1.1","0.0","52.2"
"","low","11.4","45.4","0.0","8.1","55.5","0.0","1.0","23.4"
"DeeJay Dallas","SEA","33.0","163.6","0.8","11.2","88.7","0.3","0.1","37.1"
"","high","44.0","230.4","1.4","17.7","162.8","0.7","0.0","75.6"
"","low","26.7","115.2","0.0","6.8","43.8","0.0","0.2","36.3"
"Royce Freeman","LAR","12.9","186.1","1.0","10.8","61.1","0.2","0.4","36.5"
"","high","16.6","472.2","2.8","17.6","133.5","0.5","0.1","101.8"
"","low","9.2","37.0","0.0","4.0","23.0","0.0","0.7","13.9"
"Hassan Haskins","TEN","38.8","149.5","0.5","12.9","88.6","0.4","0.2","35.2"
"","high","58.6","214.3","0.9","16.0","113.3","0.5","0.1","51.1"
"","low","27.6","118.7","0.0","9.3","67.7","0.0","0.3","31.9"
"Deon Jackson","IND","41.3","113.2","0.4","17.9","109.4","0.5","0.8","34.9"
"","high","54.0","178.0","1.0","27.0","204.0","1.0","0.6","43.0"
"","low","19.2","79.5","0.0","8.9","61.6","0.0","1.0","26.8"
"Ke'Shawn Vaughn","TB","51.8","206.3","1.2","5.8","39.0","0.1","0.6","34.4"
"","high","80.0","293.9","2.0","8.0","59.4","0.3","0.4","56.3"
"","low","13.2","55.9","0.0","4.0","27.0","0.0","1.0","14.3"
"Jordan Mason","SF","51.6","233.8","0.8","2.9","34.5","0.1","0.4","33.1"
"","high","106.0","590.0","2.0","4.3","104.1","0.2","0.1","61.5"
"","low","10.0","43.3","0.1","0.0","0.0","0.0","1.0","11.3"
"Kevin Harris","NE","63.5","214.1","1.1","3.1","33.9","0.1","0.2","33.0"
"","high","78.6","326.8","2.3","4.1","58.9","0.1","0.1","32.2"
"","low","48.5","145.5","0.0","2.1","13.2","0.0","0.3","26.1"
"Raheem Blackshear","CAR","31.0","119.1","1.2","10.6","79.1","0.3","0.4","32.9"
"","high","45.9","162.3","3.0","17.2","131.6","0.6","0.1","45.5"
"","low","11.6","48.8","0.0","6.2","44.0","0.0","1.0","18.2"
"Chris Rodriguez Jr.","WAS","38.2","160.5","0.8","8.4","58.8","0.2","0.1","31.7"
"","high","46.3","205.0","1.4","12.5","88.9","0.4","0.0","50.3"
"","low","32.2","133.4","0.0","3.0","31.0","0.0","0.2","17.2"
"Trayveon Williams","CIN","51.4","189.0","0.7","6.9","54.6","0.2","0.9","31.4"
"","high","79.0","363.0","1.8","13.8","101.6","0.5","0.0","37.5"
"","low","25.3","9.5","0.0","0.5","4.3","0.0","2.0","5.9"
"Kene Nwangwu","MIN","43.8","148.7","0.8","8.7","57.5","0.3","0.2","31.3"
"","high","50.7","218.6","1.9","13.7","100.0","0.5","0.1","32.6"
"","low","37.5","68.4","0.0","5.3","32.8","0.0","0.3","24.0"
"Evan Hull","IND","46.1","177.2","0.6","5.2","62.2","0.1","0.2","30.3"
"","high","76.9","276.7","1.0","7.3","102.7","0.3","0.0","53.0"
"","low","25.3","106.9","0.1","3.0","29.0","0.0","0.4","15.6"
"DeWayne McBride","MIN","56.8","168.9","0.7","3.4","52.3","0.1","0.2","27.9"
"","high","79.1","286.5","1.2","4.6","106.3","0.2","0.1","53.9"
"","low","34.6","74.8","0.1","2.2","17.5","0.0","0.4","17.5"
"Chris Evans","CIN","31.7","113.0","0.4","9.8","74.0","0.3","0.2","27.5"
"","high","63.4","236.5","0.6","11.2","82.0","0.5","0.1","46.3"
"","low","15.0","64.8","0.0","8.8","65.4","0.0","0.3","24.2"
"Anthony McFarland Jr.","PIT","21.3","128.8","0.6","8.2","51.0","0.2","0.1","26.9"
"","high","30.0","270.2","1.5","15.0","105.6","0.4","0.1","67.8"
"","low","10.0","41.7","0.0","4.0","26.0","0.0","0.2","13.5"
"Kyle Juszczyk","SF","9.1","31.3","0.4","13.0","110.0","0.6","0.0","26.6"
"","high","12.5","52.5","1.0","19.0","198.0","1.0","0.0","36.1"
"","low","4.9","13.0","0.0","9.4","77.6","0.0","0.1","25.2"
"Sean Tucker","TB","39.7","151.5","0.5","5.0","55.3","0.2","0.3","26.3"
"","high","69.7","247.1","0.8","6.1","91.7","0.3","0.1","47.5"
"","low","22.0","93.0","0.0","4.0","29.5","0.0","0.4","20.8"
"Travis Homer","CHI","19.4","98.2","0.3","9.9","81.7","0.3","0.1","26.3"
"","high","34.0","197.0","0.8","15.4","153.8","0.7","0.0","54.2"
"","low","5.8","25.6","0.0","3.0","22.4","0.0","0.2","11.6"
"Lew Nichols III","GB","33.0","149.0","1.0","4.0","34.0","0.0","0.0","26.3"
"","high","33.0","149.0","1.0","4.0","34.0","0.0","0.0","15.0"
"","low","33.0","149.0","1.0","4.0","34.0","0.0","0.0","15.0"
"Boston Scott","PHI","31.2","144.0","1.1","3.6","36.0","0.1","0.5","25.9"
"","high","56.0","254.9","2.0","5.9","102.6","0.2","0.1","54.5"
"","low","5.3","22.5","0.2","1.0","8.0","0.0","1.0","8.6"
"Sincere McCormick","LV","30.0","136.0","1.0","4.0","39.0","0.0","0.0","25.5"
"","high","30.0","136.0","1.0","4.0","39.0","0.0","0.0","15.0"
"","low","30.0","136.0","1.0","4.0","39.0","0.0","0.0","15.0"
"Kenny McIntosh","SEA","39.0","146.9","0.5","4.0","49.1","0.0","0.2","24.3"
"","high","49.0","164.8","1.0","4.0","61.1","0.0","0.0","32.6"
"","low","29.0","129.0","0.0","4.0","37.0","0.0","0.3","14.0"
"Demetric Felton Jr.","CLE","18.8","81.1","0.3","10.7","74.6","0.2","0.1","23.7"
"","high","29.6","114.3","0.6","17.6","161.5","0.5","0.1","57.2"
"","low","8.1","33.9","0.0","3.8","29.4","0.0","0.1","13.1"
"D'Ernest Johnson","JAC","33.6","139.1","0.4","4.7","41.1","0.1","0.0","23.4"
"","high","66.3","305.1","1.0","5.0","87.2","0.2","0.0","53.4"
"","low","4.5","19.6","0.1","4.5","21.8","0.0","0.0","9.4"
"James Robinson","NYG","48.4","156.0","0.2","4.0","49.1","0.1","0.4","23.3"
"","high","87.1","269.8","0.4","4.0","73.6","0.2","0.4","46.2"
"","low","9.8","42.2","0.0","4.0","24.6","0.0","0.4","11.7"
"Dare Ogunbowale","HOU","16.9","78.4","0.5","9.6","59.6","0.2","0.1","22.5"
"","high","29.6","139.3","1.0","13.6","102.3","0.3","0.0","49.1"
"","low","4.7","19.2","0.0","3.9","26.1","0.0","0.2","10.9"
"Gary Brightwell","NYG","18.8","98.0","0.7","6.0","34.0","0.2","0.1","21.1"
"","high","41.3","176.3","1.5","8.0","56.5","0.3","0.0","35.9"
"","low","4.9","20.6","0.0","4.0","10.6","0.0","0.2","9.7"
"Tyler Badie","DEN","16.7","83.4","0.4","7.6","49.7","0.2","0.1","20.8"
"","high","29.6","151.0","1.1","14.9","106.5","0.5","0.1","53.5"
"","low","8.3","35.4","0.0","3.8","28.3","0.0","0.1","13.1"
"Patrick Taylor Jr.","GB","17.2","92.1","0.7","6.1","34.4","0.2","0.1","20.7"
"","high","28.7","158.4","1.3","8.3","62.0","0.4","0.0","34.5"
"","low","9.2","26.2","0.0","4.3","9.1","0.0","0.1","8.5"
"Damien Williams","LV","24.4","74.9","0.5","7.0","36.0","0.5","0.1","20.5"
"","high","30.0","102.0","1.0","7.0","51.0","1.0","0.0","21.5"
"","low","18.7","47.8","0.0","7.0","21.0","0.0","0.1","14.3"
"Hunter Luepke","DAL","18.0","47.8","0.6","7.2","45.4","0.6","0.0","20.2"
