"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Samaje Perine","DEN","149.4","627.3","3.8","28.9","232.9","1.5","0.3","131.6"
"","high","189.0","811.0","5.0","36.0","286.6","2.0","0.0","164.3"
"","low","119.2","469.1","2.6","20.8","146.2","0.7","1.0","110.4"
"Dalvin Cook","NYJ","175.3","687.7","4.1","26.2","194.9","0.9","1.4","128.7"
"","high","221.0","923.9","5.7","34.7","230.5","1.7","0.9","170.9"
"","low","129.0","391.7","2.7","19.9","154.6","0.3","2.0","105.8"
"Jeff Wilson Jr.","MIA","141.1","649.1","4.5","22.7","174.1","1.1","1.5","123.8"
"","high","158.3","831.9","6.5","31.0","258.9","1.6","1.1","195.9"
"","low","104.8","469.1","3.1","6.1","45.1","0.3","2.0","84.7"
"Jamaal Williams","NO","161.5","662.4","5.4","14.1","106.4","0.5","0.7","117.6"
"","high","186.0","716.1","6.4","21.7","165.5","1.4","0.5","137.1"
"","low","151.3","600.5","3.5","9.4","63.4","0.0","1.0","106.1"
"Rashaad Penny","PHI","156.0","752.8","5.1","8.3","56.5","0.2","0.7","115.9"
"","high","166.0","839.0","7.0","13.0","82.0","0.6","0.5","130.0"
"","low","140.7","650.7","3.3","5.8","39.9","0.0","1.0","102.1"
"Raheem Mostert","MIA","137.1","607.5","3.3","23.7","166.6","0.9","0.8","112.8"
"","high","163.0","735.0","4.0","27.0","197.7","1.1","0.6","134.1"
"","low","113.4","509.0","2.0","21.3","138.8","0.8","1.1","92.9"
"Elijah Mitchell","SF","141.0","641.1","4.1","13.1","95.0","0.8","0.3","108.9"
"","high","153.2","697.5","5.2","18.3","149.9","2.0","0.0","131.3"
"","low","118.0","604.5","2.1","7.6","49.6","0.0","1.0","100.5"
"Zach Charbonnet","SEA","124.3","535.7","3.4","23.6","186.3","0.8","1.0","107.2"
"","high","149.7","635.0","5.0","28.6","232.6","1.1","0.6","137.8"
"","low","97.0","437.1","2.0","15.6","117.5","0.0","2.0","91.8"
"Tyler Allgeier","ATL","148.1","687.4","3.4","11.8","90.7","0.5","0.3","106.3"
"","high","166.4","773.5","5.2","15.2","123.7","1.0","0.0","137.8"
"","low","128.0","587.0","0.8","7.0","59.0","0.0","1.0","89.9"
"Jerick McKinnon","KC","57.0","222.6","1.6","38.4","328.7","3.0","0.2","101.8"
"","high","81.6","307.5","2.7","49.0","393.0","4.0","0.0","134.8"
"","low","37.0","144.0","1.0","30.0","266.0","1.3","0.4","73.2"
"Devin Singletary","HOU","129.1","547.4","2.8","24.2","176.3","0.4","1.2","101.3"
"","high","146.0","590.5","4.0","28.0","202.4","0.7","0.8","137.2"
"","low","117.5","515.0","1.3","15.6","97.5","0.0","2.0","82.1"
"Damien Harris","BUF","125.5","558.6","3.9","17.1","116.6","0.4","0.7","100.6"
"","high","178.0","750.5","5.0","22.7","161.6","1.1","0.4","127.5"
"","low","97.6","416.4","3.1","8.9","61.6","0.0","1.0","86.0"
"Ezekiel Elliott","NE","142.0","536.9","4.0","15.3","112.8","0.5","0.8","98.0"
"","high","187.2","606.0","5.2","20.0","159.6","1.0","0.3","126.7"
"","low","111.0","444.0","1.2","10.2","61.0","0.0","1.2","89.7"
"Chuba Hubbard","CAR","110.9","520.1","3.1","17.9","157.4","0.5","0.7","96.8"
"","high","123.0","764.5","4.9","21.6","231.0","1.0","0.5","161.0"
"","low","97.4","426.2","1.5","12.0","87.6","0.0","1.0","74.9"
"Jaylen Warren","PIT","104.8","472.7","2.6","23.5","200.0","0.4","0.4","96.4"
"","high","113.1","510.4","3.1","26.0","255.1","0.9","0.0","119.7"
"","low","89.9","403.9","2.0","17.5","123.6","0.0","1.0","72.8"
"D'Onta Foreman","CHI","134.7","662.0","3.3","7.0","51.8","0.2","0.6","94.9"
"","high","158.8","851.8","5.9","11.0","80.5","0.5","0.5","135.5"
"","low","113.7","498.5","0.6","5.0","35.0","0.0","1.0","77.5"
"De'Von Achane","MIA","112.2","451.3","2.9","21.6","181.2","0.9","0.9","94.7"
"","high","144.4","597.8","4.0","28.2","268.0","1.4","0.3","129.6"
"","low","55.6","235.2","1.2","12.3","74.2","0.5","2.0","62.4"
"Kenneth Gainwell","PHI","92.5","404.8","3.8","22.1","169.8","0.7","0.3","94.7"
"","high","106.2","492.0","4.1","28.3","207.8","1.1","0.0","107.9"
"","low","72.2","317.5","3.3","14.9","105.8","0.0","0.5","81.0"
"Tank Bigsby","JAC","108.5","434.8","2.7","17.9","142.3","0.7","0.9","85.6"
"","high","128.4","513.7","3.5","26.4","190.6","1.3","0.4","107.9"
"","low","89.7","308.2","1.4","10.9","57.1","0.3","2.0","75.4"
"Gus Edwards","BAL","119.9","567.2","3.2","6.8","59.0","0.2","0.9","84.3"
"","high","132.0","640.3","5.0","9.4","82.0","0.4","0.6","95.7"
"","low","111.0","453.5","0.4","5.0","33.1","0.0","1.1","65.5"
"Chase Edmonds","TB","81.6","358.3","1.8","20.2","162.6","0.8","0.4","76.8"
"","high","100.0","476.0","2.7","26.0","209.4","1.1","0.0","125.0"
"","low","74.1","315.0","0.4","10.7","78.5","0.3","1.0","58.1"
"Cordarrelle Patterson","ATL","72.5","309.1","2.4","19.5","158.6","0.8","0.2","75.3"
"","high","87.8","363.0","4.0","27.6","208.3","1.5","0.0","88.0"
"","low","54.2","259.0","0.8","12.0","97.0","0.4","0.3","72.8"
"Roschon Johnson","CHI","96.7","436.1","2.3","9.9","104.5","0.5","1.0","73.9"
"","high","118.6","640.0","4.0","14.0","172.7","1.0","0.2","93.2"
"","low","56.6","239.5","1.0","3.8","26.7","0.2","2.0","43.1"
"Joshua Kelley","LAC","93.1","380.6","2.3","13.6","115.7","0.3","1.2","69.4"
"","high","104.6","437.6","3.8","23.1","163.2","0.7","0.5","100.2"
"","low","77.1","312.4","1.2","4.8","35.2","0.0","1.7","40.8"
"Tyjae Spears","TEN","90.7","357.0","1.9","15.3","128.1","0.6","0.8","69.2"
"","high","113.3","440.1","3.0","20.0","189.0","1.0","0.4","90.5"
"","low","73.7","282.0","0.8","11.0","61.4","0.3","2.0","63.2"
"Clyde Edwards-Helaire","KC","77.3","325.1","2.1","13.2","115.1","0.9","0.3","68.4"
"","high","118.7","451.0","4.0","16.3","151.8","2.0","0.0","90.5"
"","low","41.9","180.9","0.7","7.4","56.0","0.4","0.5","41.2"
"Chase Brown","CIN","72.4","293.8","1.8","18.0","145.5","0.6","0.8","65.7"
"","high","100.4","379.8","3.0","28.0","259.0","1.0","0.3","84.3"
"","low","48.4","204.3","0.5","11.8","80.6","0.2","2.0","47.3"
"Kyren Williams","LAR","82.9","339.0","1.4","16.3","130.8","0.4","0.5","64.6"
"","high","96.3","401.6","2.3","23.6","183.6","0.8","0.2","82.1"
"","low","74.5","288.0","0.4","8.0","59.7","0.0","1.0","38.1"
"Ty Chandler","MIN","87.2","321.3","2.0","13.8","113.3","0.6","0.7","64.3"
"","high","114.0","459.0","4.0","15.0","135.0","1.0","0.1","75.9"
"","low","62.5","160.2","0.3","12.5","92.7","0.1","2.0","56.4"
"Jerome Ford","CLE","91.6","337.0","1.7","10.2","99.9","0.3","0.6","60.0"
"","high","111.1","487.1","3.4","19.4","168.9","0.8","0.1","91.5"
"","low","54.0","102.4","0.6","3.8","29.3","0.0","1.0","26.7"
"Kendre Miller","NO","84.3","301.6","1.6","11.4","112.4","0.5","0.8","58.0"
"","high","123.7","490.2","3.0","19.0","193.0","1.0","0.2","99.3"
"","low","44.4","125.4","1.2","5.7","29.0","0.2","2.0","35.2"
"Keaontay Ingram","ARI","72.6","297.0","1.8","13.7","93.5","0.3","0.4","57.4"
"","high","103.0","357.3","3.0","15.0","108.0","0.5","0.0","81.1"
"","low","52.5","218.8","0.1","12.8","79.0","0.0","1.0","47.0"
"Ronald Jones II","DAL","77.3","346.3","2.1","6.6","53.0","0.2","0.6","55.7"
"","high","78.8","432.7","3.4","7.8","62.9","0.4","0.4","80.7"
"","low","75.9","262.9","0.1","5.4","41.0","0.0","0.8","42.4"
"Latavius Murray","BUF","62.7","293.3","1.7","10.3","75.1","0.2","0.0","53.2"
"","high","108.0","434.3","3.0","15.3","126.4","0.4","0.0","96.2"
"","low","19.9","85.9","0.6","6.8","45.1","0.0","0.1","24.2"
"Matt Breida","NYG","59.5","266.2","1.2","12.9","103.9","0.3","0.8","50.7"
"","high","79.0","326.5","2.2","17.0","168.6","0.6","0.3","85.8"
"","low","48.8","221.7","0.1","6.0","43.9","0.0","1.1","30.4"
"Abram Smith","MIN","0.0","173.4","1.2","16.2","126.5","0.6","0.1","48.8"
"","high","0.0","173.4","1.2","16.2","126.5","0.6","0.1","65.1"
"","low","0.0","173.4","1.2","16.2","126.5","0.6","0.1","65.1"
"Isaiah Spiller","LAC","70.5","274.3","1.2","9.5","82.1","0.3","0.3","48.8"
"","high","94.4","391.9","2.2","14.0","135.9","0.6","0.2","73.1"
"","low","55.7","194.3","0.4","5.1","24.1","0.1","0.5","39.7"
"Zack Moss","IND","66.9","295.0","1.3","9.2","63.7","0.2","0.5","48.5"
"","high","116.0","461.0","2.6","12.0","94.3","0.3","0.2","71.1"
"","low","29.7","131.0","0.5","7.1","40.1","0.0","1.0","30.3"
"Zamir White","LV","59.4","253.0","1.9","10.4","48.6","0.3","0.2","48.3"
"","high","102.6","437.0","3.2","16.5","113.0","0.7","0.0","85.1"
"","low","0.0","0.0","0.0","4.3","0.0","0.0","0.3","56.4"
"Kenyan Drake","IND","55.2","231.3","1.2","13.0","98.4","0.2","0.2","47.6"
"","high","65.4","319.0","2.2","20.2","193.5","0.5","0.0","93.5"
"","low","44.0","165.0","0.0","5.0","26.0","0.0","0.3","20.5"
"Zach Evans","LAR","61.1","232.3","1.3","9.8","91.4","0.4","0.5","46.6"
"","high","102.3","388.6","2.1","14.0","144.2","1.0","0.2","76.9"
"","low","36.9","152.8","0.5","7.0","51.7","0.2","1.0","33.5"
"Deuce Vaughn","DAL","65.9","223.4","1.3","10.9","89.2","0.5","0.7","45.8"
"","high","108.0","471.0","4.0","17.0","139.0","1.0","0.0","75.4"
"","low","33.1","18.9","0.1","0.8","5.6","0.0","2.0","9.9"
"Corey Clement","ARI","57.0","207.2","1.7","11.8","81.3","0.2","0.4","45.1"
"","high","118.0","438.0","5.0","15.0","127.0","0.4","0.0","73.9"
"","low","20.4","85.4","0.0","6.7","40.0","0.0","1.0","23.1"
"JaMycal Hasty","JAC","36.9","180.2","1.0","12.9","95.6","0.4","0.2","41.9"
"","high","73.0","319.0","2.0","19.0","136.2","1.0","0.0","73.8"
"","low","11.2","47.1","0.1","4.5","30.8","0.0","0.5","16.9"
"Eric Gray","NYG","50.0","212.6","1.1","8.5","71.6","0.4","0.8","40.2"
"","high","78.0","380.0","3.0","13.0","110.0","1.0","0.1","58.2"
"","low","12.4","51.1","0.0","4.0","28.0","0.0","2.0","15.5"
"Michael Carter","NYJ","42.1","163.0","0.6","12.4","123.2","0.3","0.3","40.0"
"","high","101.7","354.9","1.1","24.4","209.0","0.9","0.1","81.2"
"","low","5.0","20.7","0.2","4.0","29.1","0.0","0.7","13.2"
"Ameer Abdullah","LV","28.1","97.1","0.4","18.4","140.5","0.6","0.1","38.5"
"","high","69.0","264.0","1.0","26.3","225.0","1.1","0.0","54.2"
"","low","11.4","45.4","0.0","8.1","55.5","0.0","0.3","23.4"
"Ke'Shawn Vaughn","TB","55.1","217.3","1.3","6.9","45.3","0.2","0.6","37.2"
"","high","80.0","293.9","2.0","8.5","60.2","0.4","0.4","56.8"
"","low","26.0","110.1","0.0","4.0","27.0","0.0","1.0","26.3"
"Melvin Gordon III","BAL","38.7","175.7","0.9","10.5","82.4","0.3","0.8","36.5"
"","high","82.0","339.0","2.1","22.5","197.8","0.8","0.3","96.8"
"","low","5.3","23.0","0.0","3.6","24.4","0.0","1.0","11.2"
"Hassan Haskins","TEN","41.8","156.5","0.4","12.7","85.1","0.3","0.2","34.4"
"","high","61.1","225.5","0.9","16.0","113.3","0.5","0.0","51.0"
"","low","27.6","118.7","0.0","9.3","67.0","0.0","0.3","18.3"
"Deon Jackson","IND","39.5","106.3","0.4","17.9","109.1","0.5","0.8","33.9"
"","high","54.0","179.0","1.0","27.0","204.0","1.0","0.6","42.9"
"","low","14.0","57.7","0.0","8.7","61.6","0.0","1.0","24.1"
"Jordan Mason","SF","51.1","231.8","0.8","2.9","33.7","0.1","0.2","33.3"
"","high","106.0","590.0","2.0","4.3","100.5","0.2","0.0","63.5"
"","low","10.1","43.3","0.1","0.0","0.0","0.0","0.4","11.3"
"Raheem Blackshear","CAR","31.0","117.3","1.2","10.9","81.8","0.3","0.4","33.2"
"","high","45.9","162.3","3.0","17.2","131.6","0.6","0.1","47.9"
"","low","11.6","48.8","0.0","6.1","44.2","0.0","1.0","18.4"
"Pierre Strong Jr.","NE","45.8","189.9","0.7","5.4","64.4","0.2","0.2","33.0"
"","high","96.3","401.6","1.1","6.9","139.3","0.3","0.0","72.9"
"","low","11.1","47.7","0.3","3.0","21.0","0.0","0.5","15.1"
"Chris Rodriguez Jr.","WAS","39.1","164.0","0.8","8.7","60.4","0.2","0.2","32.3"
"","high","49.0","207.7","1.4","12.5","88.9","0.4","0.0","51.9"
"","low","32.2","133.4","0.0","3.0","31.0","0.0","0.3","17.3"
"Trayveon Williams","CIN","50.5","185.9","0.7","6.9","54.6","0.2","0.9","31.0"
"","high","79.0","364.0","1.6","13.8","101.6","0.5","0.0","48.8"
"","low","25.3","9.5","0.0","0.5","4.3","0.0","2.0","5.9"
"DeeJay Dallas","SEA","20.3","123.7","0.6","9.7","82.7","0.3","0.1","30.3"
"","high","28.4","230.4","1.4","17.7","162.8","0.7","0.0","74.8"
"","low","4.4","18.6","0.0","4.6","30.2","0.0","0.2","11.2"
"Sean Tucker","TB","44.3","171.1","0.6","6.3","61.0","0.2","0.3","30.3"
"","high","69.7","247.1","1.1","8.7","91.7","0.4","0.2","48.2"
"","low","28.2","119.0","0.0","4.0","29.5","0.0","0.4","27.3"
"Kene Nwangwu","MIN","44.7","153.1","0.9","7.3","50.8","0.2","0.2","30.2"
"","high","50.7","218.6","1.9","9.2","66.6","0.4","0.1","48.4"
"","low","37.6","75.0","0.0","5.7","35.7","0.0","0.3","25.0"
"Rico Dowdle","DAL","45.4","158.5","0.8","6.4","51.4","0.2","0.1","30.2"
"","high","59.7","252.5","1.7","8.6","66.4","0.5","0.0","47.2"
"","low","36.0","89.0","0.0","3.0","29.0","0.0","0.2","17.2"
"Craig Reynolds","DET","25.6","120.9","0.7","8.9","74.1","0.3","0.1","30.0"
"","high","39.7","171.6","1.7","12.3","110.5","0.7","0.0","53.6"
"","low","4.6","19.4","0.0","4.4","36.6","0.0","0.2","12.5"
"Evan Hull","IND","45.3","173.9","0.6","5.2","60.7","0.1","0.2","29.9"
"","high","74.5","266.9","1.0","7.3","99.0","0.3","0.0","51.2"
"","low","25.3","106.9","0.1","3.0","28.0","0.0","0.4","15.6"
"Chris Evans","CIN","36.4","128.1","0.5","9.9","75.4","0.3","0.2","29.8"
"","high","65.7","246.9","0.9","11.2","85.6","0.5","0.1","48.2"
"","low","16.9","71.2","0.0","9.0","67.4","0.0","0.3","24.2"
"DeWayne McBride","MIN","56.8","173.5","0.7","3.6","53.4","0.1","0.2","28.9"
"","high","79.1","286.5","1.2","4.6","106.3","0.2","0.1","54.0"
"","low","34.6","88.7","0.1","2.7","20.7","0.0","0.4","20.7"
"Malik Davis","DAL","49.8","168.7","0.9","3.7","44.5","0.1","0.2","28.8"
"","high","78.8","336.8","2.8","7.0","100.5","0.3","0.0","58.8"
"","low","9.6","25.3","0.1","0.7","5.5","0.0","0.4","6.7"
"Zonovan Knight","NYJ","36.8","162.3","0.5","6.0","55.6","0.2","0.2","28.6"
"","high","76.8","300.3","1.3","10.9","104.1","0.4","0.1","55.2"
"","low","9.9","41.3","0.1","3.1","20.8","0.0","0.4","12.5"
"Ty Montgomery","NE","22.4","64.2","0.2","14.5","101.8","0.5","0.0","28.1"
"","high","38.3","100.0","0.4","20.8","154.5","1.0","0.0","34.5"
"","low","8.9","32.3","0.0","8.5","69.0","0.0","0.2","20.3"
"Anthony McFarland Jr.","PIT","22.2","131.3","0.6","8.2","51.7","0.2","0.1","27.2"
"","high","30.0","270.2","1.5","15.0","105.6","0.4","0.1","67.8"
"","low","10.0","41.7","0.0","3.9","28.5","0.0","0.2","13.5"
"Travis Homer","CHI","19.9","100.9","0.3","9.9","84.3","0.3","0.1","26.9"
"","high","34.0","197.0","0.8","15.4","153.8","0.7","0.0","54.2"
"","low","5.7","24.8","0.0","3.1","22.9","0.0","0.2","11.5"
"Boston Scott","PHI","31.2","143.8","1.1","3.6","36.0","0.1","0.2","26.4"
"","high","56.0","254.9","2.0","5.9","102.6","0.2","0.0","54.5"
"","low","5.3","22.5","0.2","1.0","8.0","0.0","0.5","8.6"
"Kyle Juszczyk","SF","8.9","30.4","0.4","13.0","107.9","0.6","0.0","26.3"
"","high","12.6","52.6","1.0","19.0","198.0","1.0","0.0","36.1"
"","low","4.9","13.0","0.0","9.4","67.3","0.0","0.1","23.5"
"Sincere McCormick","LV","30.0","136.0","1.0","4.0","39.0","0.0","0.0","25.5"
"","high","30.0","136.0","1.0","4.0","39.0","0.0","0.0","15.0"
"","low","30.0","136.0","1.0","4.0","39.0","0.0","0.0","15.0"
"D'Ernest Johnson","JAC","33.6","139.2","0.4","4.7","41.3","0.1","0.0","23.5"
"","high","66.3","305.1","1.0","5.0","87.2","0.2","0.0","53.4"
"","low","4.5","19.6","0.1","4.5","22.3","0.0","0.0","9.5"
"Tyler Badie","DEN","18.6","92.2","0.4","9.5","58.0","0.2","0.2","23.3"
"","high","32.4","151.0","1.1","14.9","106.5","0.5","0.1","54.5"
"","low","4.7","20.0","0.0","4.1","30.8","0.0","0.2","11.9"
"Patrick Taylor Jr.","GB","23.3","109.2","0.7","6.1","36.8","0.2","0.1","23.0"
"","high","28.7","158.4","1.3","8.4","62.0","0.4","0.1","34.5"
"","low","18.2","54.8","0.0","4.3","19.0","0.0","0.1","13.9"
"Tony Jones Jr.","DEN","29.0","111.0","0.7","6.1","38.1","0.2","0.2","22.8"
"","high","54.5","222.8","1.8","8.2","58.7","0.3","0.1","43.8"
"","low","8.6","35.3","0.0","4.1","26.0","0.0","0.2","12.2"
"Deneric Prince","KC","31.4","117.5","0.5","5.4","46.9","0.2","0.2","22.7"
"","high","49.0","164.8","0.9","6.4","61.1","0.3","0.1","33.8"
"","low","13.8","57.2","0.0","4.5","33.2","0.0","0.3","17.4"
"Demetric Felton Jr.","CLE","20.2","79.4","0.2","10.1","70.1","0.2","0.1","22.5"
"","high","29.6","97.8","0.6","16.5","147.5","0.5","0.1","52.1"
"","low","10.8","45.2","0.0","3.8","29.7","0.0","0.1","14.2"
"Dare Ogunbowale","HOU","18.6","78.2","0.5","9.4","61.8","0.2","0.1","22.5"
"","high","29.6","125.5","1.0","12.9","101.1","0.3","0.0","46.6"
"","low","4.7","19.2","0.0","3.9","26.1","0.0","0.2","10.8"
"James Robinson","NYG","45.5","145.1","0.2","4.0","46.0","0.1","0.4","21.9"
"","high","81.3","247.9","0.4","4.0","67.6","0.2","0.4","42.8"
"","low","9.8","42.2","0.0","4.0","24.3","0.0","0.4","11.7"
"Gary Brightwell","NYG","18.8","98.0","0.7","6.0","33.9","0.2","0.1","21.1"
