"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"","low","13.9","181.5","0.1","0.0","0.0","0.0","0.2","42.9"
"Amari Rodgers","IND","21.0","218.1","1.1","0.3","8.5","0.0","0.1","39.7"
"","high","39.2","572.7","3.2","0.5","22.2","0.0","0.0","128.5"
"","low","2.9","33.7","0.0","0.0","0.0","0.0","0.2","14.7"
"Demarcus Robinson","LAR","22.1","228.9","1.0","0.0","0.2","0.0","0.1","39.6"
"","high","22.4","270.2","1.4","0.0","0.6","0.0","0.0","68.3"
"","low","21.9","176.4","0.2","0.0","0.0","0.0","0.2","38.1"
"Kalif Raymond","DET","16.8","205.4","1.1","0.8","19.6","0.2","0.1","38.3"
"","high","27.8","364.9","2.9","1.5","52.6","0.5","0.1","98.8"
"","low","5.7","77.2","0.0","0.0","0.0","0.0","0.2","18.4"
"Samori Toure","GB","19.9","216.0","1.1","0.4","3.4","0.0","0.1","38.3"
"","high","30.8","396.9","2.1","0.7","5.7","0.0","0.0","61.3"
"","low","9.1","102.4","0.0","0.0","0.0","0.0","0.1","26.2"
"Marquise Goodwin","CLE","15.8","210.2","1.4","1.2","6.0","0.0","0.0","38.2"
"","high","27.0","432.0","4.0","3.0","16.4","0.1","0.0","66.9"
"","low","4.1","58.6","0.0","0.0","0.0","0.0","0.0","15.6"
"Michael Wilson","ARI","15.1","245.3","0.6","1.3","10.3","0.1","0.1","36.8"
"","high","15.1","321.4","1.1","1.3","12.5","0.1","0.0","56.1"
"","low","15.1","169.3","0.1","1.3","8.0","0.0","0.2","47.4"
"Charlie Jones","CIN","17.8","219.5","1.1","0.9","6.9","0.0","0.7","36.8"
"","high","36.0","526.0","3.0","2.0","16.0","0.1","0.0","66.9"
"","low","3.9","44.7","0.0","0.0","0.0","0.0","2.0","14.9"
"Randall Cobb","NYJ","19.9","199.2","1.1","0.1","0.6","0.0","0.1","36.5"
"","high","22.6","284.1","1.8","0.2","1.2","0.0","0.0","71.7"
"","low","17.2","114.4","0.1","0.0","0.0","0.0","0.1","26.9"
"Cole Beasley","NYG","17.7","196.8","1.3","0.0","0.5","0.0","0.0","36.2"
"","high","31.6","362.1","2.4","0.0","0.9","0.0","0.0","91.0"
"","low","3.7","31.5","0.2","0.0","0.0","0.0","0.0","13.2"
"Cedrick Wilson Jr.","MIA","19.3","203.1","1.0","0.4","0.8","0.0","0.0","35.8"
"","high","29.7","346.2","2.1","0.7","1.3","0.0","0.0","56.2"
"","low","8.9","103.9","0.1","0.0","0.0","0.0","0.0","33.2"
"Cade Johnson","SEA","16.5","191.1","1.2","0.0","2.4","0.0","0.0","35.0"
"","high","16.5","191.1","1.2","0.0","2.4","0.0","0.0","51.6"
"","low","16.5","191.1","1.2","0.0","2.4","0.0","0.0","51.6"
"Jalen Guyton","LAC","15.8","204.3","0.9","1.2","5.8","0.0","0.0","34.3"
"","high","29.0","488.0","2.0","3.0","11.0","0.0","0.0","58.9"
"","low","3.8","57.0","0.0","0.0","0.0","0.0","0.0","15.0"
"Devin Duvernay","BAL","9.8","199.3","0.6","3.8","41.1","0.2","0.0","33.6"
"","high","14.9","341.9","0.9","7.6","73.4","0.4","0.0","69.5"
"","low","4.7","46.6","0.3","0.0","0.0","0.0","0.0","11.5"
"Kyle Philips","TEN","13.2","207.6","0.6","1.0","5.1","0.0","0.2","31.5"
"","high","15.9","301.4","1.1","2.0","12.7","0.1","0.0","53.4"
"","low","10.5","127.2","0.1","0.0","0.0","0.0","0.3","23.1"
"Justin Watson","KC","13.7","183.9","0.9","0.0","0.3","0.0","0.0","30.8"
"","high","19.5","259.6","2.0","0.0","0.8","0.0","0.0","64.3"
"","low","7.9","103.4","0.1","0.0","0.0","0.0","0.0","21.1"
"David Bell","CLE","12.7","215.1","0.5","0.0","0.3","0.0","0.0","30.6"
"","high","12.9","344.9","0.8","0.0","0.8","0.0","0.0","60.7"
"","low","12.4","142.1","0.0","0.0","0.0","0.0","0.0","24.9"
"Cody Chrest","GB","12.9","156.8","1.0","0.0","8.8","0.0","0.0","29.4"
"","high","12.9","156.8","1.0","0.0","8.8","0.0","0.0","42.5"
"","low","12.9","156.8","1.0","0.0","8.8","0.0","0.0","42.5"
"Trey Palmer","TB","15.2","184.2","0.5","0.4","2.2","0.0","0.1","28.8"
"","high","15.2","191.1","0.9","0.7","4.4","0.0","0.1","34.6"
"","low","15.2","177.4","0.0","0.0","0.0","0.0","0.1","31.8"
"Jamal Agnew","JAC","14.6","123.1","0.5","3.7","45.4","0.3","0.1","28.7"
"","high","19.9","213.1","1.0","4.5","83.7","0.5","0.1","72.4"
"","low","9.4","61.2","0.0","3.0","25.4","0.1","0.1","22.6"
"Dyami Brown","WAS","11.8","172.3","0.6","0.5","7.6","0.0","0.0","27.4"
"","high","21.9","259.9","1.5","0.9","17.6","0.0","0.0","40.2"
"","low","1.7","74.4","0.0","0.0","0.0","0.0","0.0","18.6"
"Trent Sherfield","BUF","11.6","168.3","0.7","0.0","0.8","0.0","0.0","26.7"
"","high","18.0","258.6","1.6","0.0","2.4","0.0","0.0","59.5"
"","low","5.3","63.5","0.0","0.0","0.0","0.0","0.0","14.7"
"Lynn Bowden Jr.","NO","12.3","136.9","0.7","0.0","15.9","0.1","0.0","26.3"
"","high","12.3","136.9","0.7","0.0","15.9","0.1","0.0","38.6"
"","low","12.3","136.9","0.7","0.0","15.9","0.1","0.0","38.6"
"Tre Nixon","NE","10.1","137.5","0.9","0.0","6.3","0.0","0.0","24.8"
"","high","10.1","137.5","0.9","0.0","6.3","0.0","0.0","34.9"
"","low","10.1","137.5","0.9","0.0","6.3","0.0","0.0","34.9"
"Zach Pascal","ARI","14.0","141.3","0.5","0.1","0.8","0.0","0.0","24.4"
"","high","19.2","247.6","1.0","0.2","1.3","0.0","0.0","37.7"
"","low","8.8","72.4","0.0","0.0","0.0","0.0","0.0","18.9"
"KhaDarel Hodge","ATL","11.6","123.2","0.9","0.0","4.0","0.0","0.0","23.8"
"","high","20.5","287.1","2.4","0.0","12.0","0.1","0.0","70.9"
"","low","2.7","33.1","0.0","0.0","0.0","0.0","0.0","10.3"
"Steven Sims Jr.","HOU","9.3","112.2","0.6","0.0","28.0","0.2","0.1","23.5"
"","high","11.6","112.7","0.7","0.0","56.0","0.4","0.1","34.0"
"","low","7.1","111.8","0.5","0.0","0.0","0.0","0.1","19.5"
"Dee Eskridge","SEA","13.4","108.5","0.5","2.9","19.6","0.1","0.0","23.0"
"","high","21.7","227.7","1.2","4.4","26.1","0.2","0.0","39.6"
"","low","5.1","31.3","0.0","1.3","14.9","0.0","0.0","13.5"
"Calvin Austin III","PIT","11.3","141.0","0.5","0.3","3.8","0.0","0.1","22.8"
"","high","11.5","141.2","0.7","0.6","7.7","0.0","0.0","35.9"
"","low","11.1","140.8","0.0","0.0","0.0","0.0","0.1","23.5"
"Trenton Irwin","CIN","13.5","125.1","0.5","0.2","0.8","0.0","0.0","22.4"
"","high","13.5","154.1","1.0","0.3","1.6","0.0","0.0","28.2"
"","low","13.5","96.1","0.0","0.0","0.0","0.0","0.0","21.1"
"Greg Ward","PHI","10.0","131.0","0.6","0.0","0.7","0.0","0.0","21.9"
"","high","10.0","131.0","0.6","0.0","0.7","0.0","0.0","31.9"
"","low","10.0","131.0","0.6","0.0","0.7","0.0","0.0","31.9"
"Shi Smith","CAR","10.1","125.0","0.5","0.1","0.9","0.0","0.1","20.6"
"","high","10.3","164.7","0.9","0.2","2.8","0.0","0.0","38.2"
"","low","9.9","88.1","0.0","0.0","0.0","0.0","0.2","16.9"
"David Moore","TB","8.7","104.1","0.6","0.0","10.4","0.1","0.0","20.2"
"","high","12.5","139.2","0.9","0.0","20.8","0.3","0.0","39.7"
"","low","4.9","69.0","0.3","0.0","0.0","0.0","0.0","13.2"
"Kendall Hinton","DEN","9.6","108.9","0.5","0.1","5.5","0.0","0.0","19.3"
"","high","11.8","177.7","1.0","0.2","14.8","0.1","0.0","41.9"
"","low","7.3","58.0","0.0","0.0","0.0","0.0","0.0","13.3"
"Andre Baccellia","ARI","9.1","116.9","0.4","0.0","0.0","0.0","0.0","18.7"
"","high","9.1","116.9","0.4","0.0","0.0","0.0","0.0","18.5"
"","low","9.1","116.9","0.4","0.0","0.0","0.0","0.0","18.5"
"Brandon Powell","MIN","10.5","81.7","0.4","1.1","26.8","0.0","0.1","18.1"
"","high","13.2","143.1","0.6","2.1","71.0","0.0","0.1","43.9"
"","low","7.9","26.5","0.0","0.0","0.0","0.0","0.2","12.1"
"Tre Tucker","LV","10.4","97.0","0.4","0.3","7.0","0.0","0.0","18.1"
"","high","10.4","123.9","0.8","0.3","12.2","0.1","0.0","34.2"
"","low","10.4","70.1","0.0","0.3","1.8","0.0","0.0","16.0"
"DeAndre Carter","LV","8.6","105.8","0.4","0.6","7.3","0.0","0.2","17.7"
"","high","13.7","172.5","1.0","1.1","15.2","0.1","0.0","43.2"
"","low","3.5","39.0","0.0","0.0","0.0","0.0","0.3","9.2"
"Phillip Dorsett II","LV","10.7","86.1","0.6","0.1","1.2","0.0","0.0","17.5"
"","high","16.6","187.9","1.4","0.1","3.0","0.0","0.0","49.3"
"","low","4.8","18.1","0.0","0.0","0.0","0.0","0.0","8.7"
"Damiere Byrd","CAR","7.7","103.4","0.5","0.0","0.4","0.0","0.0","17.5"
"","high","10.2","130.4","0.7","0.0","0.8","0.0","0.0","20.4"
"","low","5.1","76.5","0.4","0.0","0.0","0.0","0.0","19.2"
"Deven Thompkins","TB","6.3","85.9","0.4","0.0","16.6","0.2","0.0","16.8"
"","high","9.2","132.3","0.6","0.0","33.1","0.4","0.0","35.4"
"","low","3.3","39.5","0.2","0.0","0.0","0.0","0.0","8.3"
"Nelson Agholor","BAL","3.7","142.5","0.2","0.4","1.3","0.0","0.3","16.8"
"","high","4.6","346.0","0.2","0.7","2.4","0.0","0.0","51.2"
"","low","2.8","36.2","0.1","0.0","0.0","0.0","0.5","6.9"
"Equanimeous St. Brown","CHI","6.7","95.3","0.4","0.4","9.4","0.0","0.0","16.5"
"","high","11.1","192.4","1.1","0.7","19.9","0.1","0.0","42.8"
"","low","2.4","30.3","0.0","0.0","0.0","0.0","0.0","7.4"
"Jalen Virgil","DEN","7.1","92.2","0.6","0.0","0.0","0.0","0.0","16.2"
"","high","7.1","92.2","0.6","0.0","0.0","0.0","0.0","15.9"
"","low","7.1","92.2","0.6","0.0","0.0","0.0","0.0","15.9"
"Ashton Dulin","IND","8.0","89.6","0.4","0.2","3.5","0.0","0.0","15.6"
"","high","11.5","134.3","0.7","0.3","8.6","0.0","0.0","21.3"
"","low","4.5","45.1","0.0","0.0","0.0","0.0","0.0","11.2"
"Scott Miller","ATL","6.7","93.4","0.3","0.4","5.0","0.1","0.0","15.3"
"","high","9.2","145.3","0.6","0.8","8.2","0.1","0.0","31.8"
"","low","4.2","47.7","0.0","0.0","0.0","0.0","0.0","9.8"
"Velus Jones Jr.","CHI","3.9","79.1","0.2","0.4","34.2","0.1","0.1","15.3"
"","high","4.8","102.4","0.3","0.7","98.2","0.4","0.1","26.8"
"","low","3.0","57.6","0.0","0.0","0.0","0.0","0.1","9.7"
"Jamison Crowder","NYG","3.4","130.2","0.1","0.1","0.9","0.0","0.1","15.1"
"","high","3.4","228.9","0.2","0.2","1.8","0.0","0.1","37.4"
"","low","3.4","31.6","0.0","0.0","0.0","0.0","0.1","6.1"
"Jalen Nailor","MIN","7.3","82.4","0.5","0.3","1.5","0.0","0.1","14.9"
"","high","10.6","133.7","1.1","0.5","2.9","0.0","0.0","34.6"
"","low","3.9","45.7","0.0","0.0","0.0","0.0","0.1","9.8"
"Denzel Mims","DET","5.9","95.5","0.3","0.0","0.1","0.0","0.0","14.5"
"","high","7.9","116.4","0.7","0.0","0.3","0.0","0.0","18.4"
"","low","3.9","57.2","0.0","0.0","0.0","0.0","0.0","14.5"
"Cody Thompson","SEA","7.4","85.7","0.4","0.0","0.0","0.0","0.0","14.4"
"","high","7.4","85.7","0.4","0.0","0.0","0.0","0.0","14.3"
"","low","7.4","85.7","0.4","0.0","0.0","0.0","0.0","14.3"
"Jalen Reagor","MIN","7.5","70.1","0.3","2.9","15.3","0.1","0.1","14.4"
"","high","7.5","79.3","0.5","4.2","23.5","0.2","0.1","18.2"
"","low","7.5","61.0","0.0","1.6","7.2","0.0","0.1","15.7"
"Bryan Edwards","NO","7.7","82.8","0.3","0.0","1.3","0.0","0.0","14.3"
"","high","7.7","119.0","0.7","0.0","2.6","0.0","0.0","27.9"
"","low","7.7","46.6","0.0","0.0","0.0","0.0","0.0","10.7"
"Tre'Quan Smith","NO","5.8","90.4","0.4","0.1","0.3","0.0","0.0","14.2"
"","high","8.2","127.5","0.8","0.1","0.8","0.0","0.0","26.1"
"","low","3.4","42.2","0.1","0.0","0.0","0.0","0.0","8.5"
"Jalen Tolbert","DAL","3.8","100.3","0.2","0.7","3.4","0.0","0.1","13.7"
"","high","4.0","195.8","0.4","1.3","8.3","0.1","0.0","32.5"
"","low","3.5","40.5","0.0","0.0","0.0","0.0","0.2","7.7"
"Kaylon Geiger Sr.","TB","5.5","70.7","0.4","0.0","6.1","0.1","0.0","13.4"
"","high","5.5","70.7","0.4","0.0","6.1","0.1","0.0","18.9"
"","low","5.5","70.7","0.4","0.0","6.1","0.1","0.0","18.9"
"Deonte Harty","BUF","2.6","100.3","0.2","1.7","9.0","0.0","0.3","12.6"
"","high","3.8","238.3","0.3","3.4","25.5","0.0","0.0","40.4"
"","low","1.4","17.3","0.0","0.0","0.0","0.0","0.6","5.4"
"Dontayvion Wicks","GB","5.2","83.8","0.2","0.4","3.0","0.0","0.1","12.4"
"","high","5.2","105.5","0.4","0.4","3.3","0.0","0.0","18.8"
"","low","5.2","62.1","0.0","0.4","2.7","0.0","0.1","16.8"
"Jakeem Grant Sr.","CLE","4.8","52.2","0.2","0.0","24.2","0.2","0.0","12.2"
"","high","6.5","69.9","0.3","0.0","48.3","0.3","0.0","24.1"
"","low","3.1","34.5","0.2","0.0","0.0","0.0","0.0","6.8"
"Montrell Washington","DEN","4.6","68.6","0.4","0.0","8.8","0.0","0.0","12.2"
"","high","7.1","86.3","0.6","0.0","17.7","0.0","0.0","13.9"
"","low","2.1","50.8","0.2","0.0","0.0","0.0","0.0","12.8"
"Simi Fehoko","DAL","5.7","62.5","0.5","0.0","0.8","0.0","0.0","11.9"
"","high","8.0","82.4","0.6","0.0","1.6","0.0","0.0","22.7"
"","low","3.5","42.6","0.3","0.0","0.0","0.0","0.0","8.8"
"Mike Strachan","IND","5.7","67.9","0.3","0.0","0.0","0.0","0.0","11.7"
"","high","5.7","67.9","0.3","0.0","0.0","0.0","0.0","11.4"
"","low","5.7","67.9","0.3","0.0","0.0","0.0","0.0","11.4"
"Dante Pettis","CHI","6.3","65.6","0.2","0.1","4.5","0.0","0.0","11.5"
"","high","10.4","125.1","0.5","0.1","11.4","0.0","0.0","30.7"
"","low","2.3","28.8","0.0","0.0","0.0","0.0","0.0","7.2"
"Byron Pringle","WAS","6.8","63.9","0.2","0.0","0.0","0.0","0.0","11.0"
"","high","6.8","81.4","0.4","0.0","0.0","0.0","0.0","14.0"
"","low","6.8","46.3","0.0","0.0","0.0","0.0","0.0","10.6"
"Darrius Shepherd","LAC","4.1","55.4","0.3","0.0","5.0","0.0","0.0","9.9"
"","high","4.1","55.4","0.3","0.0","5.0","0.0","0.0","14.6"
"","low","4.1","55.4","0.3","0.0","5.0","0.0","0.0","14.6"
"Lance McCutcheon","LAR","3.8","63.4","0.3","0.0","0.7","0.0","0.0","9.9"
"","high","6.5","83.8","0.4","0.0","1.4","0.0","0.0","12.5"
"","low","1.1","43.0","0.1","0.0","0.0","0.0","0.0","8.2"
"Kevin Austin Jr.","JAC","4.3","53.9","0.3","0.0","1.9","0.0","0.0","9.8"
"","high","4.3","53.9","0.3","0.0","1.9","0.0","0.0","14.2"
"","low","4.3","53.9","0.3","0.0","1.9","0.0","0.0","14.2"
"Ray-Ray McCloud III","SF","3.2","38.1","0.1","2.8","23.4","0.2","0.1","9.8"
"","high","3.2","51.1","0.2","5.0","30.7","0.3","0.0","16.5"
"","low","3.1","29.0","0.0","0.6","9.1","0.1","0.1","8.4"
"Gunner Olszewski","PIT","2.3","39.6","0.2","0.0","24.1","0.0","0.1","8.6"
"","high","3.3","40.7","0.2","0.0","48.3","0.1","0.1","12.8"
"","low","1.4","38.5","0.2","0.0","0.0","0.0","0.1","6.2"
"Maurice Alexander","DET","3.6","48.3","0.3","0.0","0.0","0.0","0.0","8.6"
"","high","3.6","48.3","0.3","0.0","0.0","0.0","0.0","8.3"
"","low","3.6","48.3","0.3","0.0","0.0","0.0","0.0","8.3"
"River Cracraft","MIA","4.6","47.2","0.2","0.1","0.5","0.0","0.0","8.4"
"","high","5.5","88.4","0.5","0.1","1.1","0.0","0.0","19.8"
"","low","3.6","11.2","0.0","0.0","0.0","0.0","0.0","4.1"
"Trinity Benson","DET","3.5","46.9","0.3","0.0","0.0","0.0","0.0","8.4"
"","high","3.5","46.9","0.3","0.0","0.0","0.0","0.0","8.1"
"","low","3.5","46.9","0.3","0.0","0.0","0.0","0.0","8.1"
"Isaiah Coulter","BUF","3.7","44.4","0.3","0.0","0.0","0.0","0.0","8.2"
"","high","3.7","44.4","0.3","0.0","0.0","0.0","0.0","7.8"
"","low","3.7","44.4","0.3","0.0","0.0","0.0","0.0","7.8"
"Dezmon Patmon","BUF","3.6","44.0","0.3","0.0","0.0","0.0","0.0","8.2"
"","high","3.6","44.0","0.3","0.0","0.0","0.0","0.0","7.8"
"","low","3.6","44.0","0.3","0.0","0.0","0.0","0.0","7.8"
"Stanley Morgan Jr.","CIN","3.8","42.9","0.3","0.0","0.0","0.0","0.0","8.1"
"","high","3.8","42.9","0.3","0.0","0.0","0.0","0.0","7.8"
"","low","3.8","42.9","0.3","0.0","0.0","0.0","0.0","7.8"
"Easop Winston Jr.","SEA","3.6","47.8","0.2","0.0","2.1","0.0","0.0","8.1"
"","high","3.7","52.8","0.3","0.0","4.1","0.0","0.0","12.6"
"","low","3.5","42.7","0.2","0.0","0.0","0.0","0.0","7.1"
"Dennis Houston","DAL","3.5","42.3","0.3","0.0","0.0","0.0","0.0","8.0"
"","high","3.5","42.3","0.3","0.0","0.0","0.0","0.0","7.6"
"","low","3.5","42.3","0.3","0.0","0.0","0.0","0.0","7.6"
"Matthew Slater","NE","2.3","54.2","0.2","0.0","1.1","0.0","0.0","7.9"
"","high","3.4","67.5","0.2","0.0","2.1","0.0","0.0","10.7"
"","low","1.3","40.8","0.2","0.0","0.0","0.0","0.0","6.4"
"Seth Williams","JAC","3.7","47.0","0.2","0.0","0.0","0.0","0.0","7.9"
"","high","3.7","47.0","0.2","0.0","0.0","0.0","0.0","8.0"
"","low","3.7","47.0","0.2","0.0","0.0","0.0","0.0","8.0"
"Jacob Harris","JAC","3.7","46.2","0.2","0.0","0.0","0.0","0.0","7.8"
"","high","3.7","46.2","0.2","0.0","0.0","0.0","0.0","7.9"
"","low","3.7","46.2","0.2","0.0","0.0","0.0","0.0","7.9"
"KeeSean Johnson","BUF","3.6","41.0","0.3","0.0","0.0","0.0","0.0","7.8"
"","high","3.6","41.0","0.3","0.0","0.0","0.0","0.0","7.4"
"","low","3.6","41.0","0.3","0.0","0.0","0.0","0.0","7.4"
"Joe Reed","CHI","2.1","45.4","0.2","0.0","7.7","0.0","0.0","7.6"
"","high","2.4","62.2","0.2","0.0","15.4","0.1","0.0","12.0"
"","low","1.7","28.6","0.2","0.0","0.0","0.0","0.0","4.9"
"Andy Isabella","BUF","2.5","40.9","0.2","0.0","5.6","0.0","0.0","7.5"
"","high","3.6","45.3","0.3","0.0","11.1","0.1","0.0","8.5"
"","low","1.3","36.5","0.1","0.0","0.0","0.0","0.0","7.4"
"Brandon Johnson","DEN","3.4","42.3","0.2","0.0","0.8","0.0","0.0","7.3"
"","high","3.5","43.7","0.3","0.0","1.5","0.0","0.0","10.8"
"","low","3.3","41.0","0.2","0.0","0.0","0.0","0.0","7.3"
"KaVontae Turpin","DAL","3.6","38.0","0.2","0.1","3.2","0.0","0.0","7.2"
"","high","3.7","48.8","0.3","0.2","8.6","0.0","0.0","13.7"
"","low","3.5","22.4","0.0","0.0","0.0","0.0","0.0","5.4"
"Erik Ezukanma","MIA","3.6","42.2","0.2","0.0","0.0","0.0","0.0","7.1"
"","high","3.6","42.2","0.2","0.0","0.0","0.0","0.0","7.3"
"","low","3.6","42.2","0.2","0.0","0.0","0.0","0.0","7.3"
"Jaelon Darden","CLE","2.4","45.2","0.2","0.0","2.9","0.0","0.0","7.0"
"","high","3.1","52.4","0.2","0.0","5.9","0.0","0.0","10.4"
"","low","1.6","38.0","0.2","0.0","0.0","0.0","0.0","6.0"
"C.J. Saunders","CAR","3.4","40.1","0.2","0.0","0.0","0.0","0.0","6.8"
"","high","3.4","40.1","0.2","0.0","0.0","0.0","0.0","6.9"
"","low","3.4","40.1","0.2","0.0","0.0","0.0","0.0","6.9"
"Dez Fitzpatrick","PIT","3.3","39.9","0.2","0.0","0.0","0.0","0.0","6.7"
"","high","3.3","39.9","0.2","0.0","0.0","0.0","0.0","6.7"
"","low","3.3","39.9","0.2","0.0","0.0","0.0","0.0","6.7"
"Keke Coutee","NO","3.4","39.0","0.2","0.0","0.0","0.0","0.0","6.6"
"","high","3.4","39.0","0.2","0.0","0.0","0.0","0.0","6.6"
"","low","3.4","39.0","0.2","0.0","0.0","0.0","0.0","6.6"
"Cody White","PIT","3.3","39.5","0.2","0.0","0.0","0.0","0.0","6.6"
"","high","3.3","39.5","0.2","0.0","0.0","0.0","0.0","6.7"
"","low","3.3","39.5","0.2","0.0","0.0","0.0","0.0","6.7"
"Anthony Schwartz","CLE","3.0","36.3","0.1","0.8","7.4","0.1","0.2","6.6"
"","high","3.0","38.0","0.2","1.5","14.8","0.2","0.2","8.3"
"","low","3.0","34.6","0.0","0.0","0.0","0.0","0.2","6.4"
"Keelan Cole Sr.","LV","3.3","38.9","0.2","0.0","0.0","0.0","0.0","6.6"
"","high","3.3","38.9","0.2","0.0","0.0","0.0","0.0","6.7"
"","low","3.3","38.9","0.2","0.0","0.0","0.0","0.0","6.7"
"James Proche II","BAL","2.1","43.7","0.2","0.0","1.2","0.0","0.0","6.5"
"","high","3.0","52.9","0.2","0.0","2.4","0.0","0.0","9.3"
"","low","1.3","34.5","0.2","0.0","0.0","0.0","0.0","5.7"
"Mason Kinsey","TEN","3.1","38.5","0.2","0.0","0.0","0.0","0.0","6.4"
"","high","3.1","38.5","0.2","0.0","0.0","0.0","0.0","6.4"
"","low","3.1","38.5","0.2","0.0","0.0","0.0","0.0","6.4"
"Michael Woods II","CLE","3.1","38.2","0.2","0.0","0.0","0.0","0.0","6.4"
"","high","3.1","38.2","0.2","0.0","0.0","0.0","0.0","6.4"
"","low","3.1","38.2","0.2","0.0","0.0","0.0","0.0","6.4"
"Danny Gray","SF","1.5","50.8","0.1","0.3","2.1","0.0","0.1","6.4"
"","high","3.1","90.8","0.2","0.6","3.9","0.0","0.0","15.2"
"","low","0.0","25.3","0.0","0.0","0.0","0.0","0.1","3.8"
"Racey McMath","TEN","3.0","37.8","0.2","0.0","0.0","0.0","0.0","6.3"
"","high","3.0","37.8","0.2","0.0","0.0","0.0","0.0","6.3"
"","low","3.0","37.8","0.2","0.0","0.0","0.0","0.0","6.3"
"Dax Milne","WAS","3.3","36.2","0.2","0.0","0.0","0.0","0.0","6.3"
"","high","3.3","36.2","0.2","0.0","0.0","0.0","0.0","6.4"
"","low","3.3","36.2","0.2","0.0","0.0","0.0","0.0","6.4"
"Trent Taylor","CIN","2.3","32.2","0.2","0.0","5.8","0.0","0.0","6.2"
"","high","4.0","37.6","0.3","0.0","11.7","0.1","0.0","6.5"
"","low","0.6","26.8","0.1","0.0","0.0","0.0","0.0","6.4"
"Chris Conley","SF","3.0","35.8","0.2","0.0","0.0","0.0","0.0","6.2"
"","high","3.0","35.8","0.2","0.0","0.0","0.0","0.0","6.4"
"","low","3.0","35.8","0.2","0.0","0.0","0.0","0.0","6.4"
"Cam Sims","LV","3.4","38.7","0.1","0.1","0.3","0.0","0.0","6.1"
"","high","3.4","41.2","0.2","0.1","0.5","0.0","0.0","7.0"
"","low","3.4","36.3","0.0","0.0","0.0","0.0","0.0","6.8"
"Tylan Wallace","BAL","3.0","39.8","0.1","0.2","1.0","0.0","0.0","6.1"
"","high","3.0","45.1","0.2","0.3","2.0","0.0","0.0","8.7"
"","low","3.0","34.5","0.0","0.0","0.0","0.0","0.0","6.2"
"Malik Turner","IND","2.9","35.5","0.2","0.0","0.0","0.0","0.0","6.0"
"","high","2.9","35.5","0.2","0.0","0.0","0.0","0.0","6.0"
"","low","2.9","35.5","0.2","0.0","0.0","0.0","0.0","6.0"
"Tim Jones","JAC","2.5","36.3","0.2","0.0","0.7","0.0","0.0","5.8"
"","high","3.7","46.2","0.2","0.0","1.5","0.0","0.0","7.2"
"","low","1.2","26.4","0.1","0.0","0.0","0.0","0.0","5.7"
"Vyncint Smith","IND","2.8","34.0","0.2","0.0","0.0","0.0","0.0","5.8"
"","high","2.8","34.0","0.2","0.0","0.0","0.0","0.0","5.7"
"","low","2.8","34.0","0.2","0.0","0.0","0.0","0.0","5.7"
"Josh Ali","ATL","2.8","32.7","0.2","0.0","0.0","0.0","0.0","5.7"
"","high","2.8","32.7","0.2","0.0","0.0","0.0","0.0","5.8"
"","low","2.8","32.7","0.2","0.0","0.0","0.0","0.0","5.8"
"Dareke Young","SEA","2.9","31.6","0.2","0.0","0.3","0.0","0.0","5.6"
"","high","2.9","31.6","0.2","0.0","0.3","0.0","0.0","8.4"
"","low","2.9","31.6","0.2","0.0","0.3","0.0","0.0","8.4"
"Frank Darby","ATL","1.8","35.0","0.2","0.0","0.6","0.0","0.0","5.4"
"","high","2.8","37.3","0.2","0.0","1.1","0.0","0.0","6.3"
"","low","0.8","32.7","0.1","0.0","0.0","0.0","0.0","5.3"
"Jalen Camp","HOU","2.0","30.8","0.1","0.0","3.3","0.0","0.0","5.3"
"","high","3.3","38.5","0.2","0.0","6.7","0.0","0.0","6.0"
"","low","0.6","23.0","0.1","0.0","0.0","0.0","0.0","5.3"
"Daurice Fountain","CHI","2.4","28.7","0.2","0.0","0.0","0.0","0.0","5.1"
"","high","2.4","28.7","0.2","0.0","0.0","0.0","0.0","5.1"
"","low","2.4","28.7","0.2","0.0","0.0","0.0","0.0","5.1"
"Nsimba Webster","CHI","2.4","28.5","0.2","0.0","0.0","0.0","0.0","5.1"
"","high","2.4","28.5","0.2","0.0","0.0","0.0","0.0","5.0"
"","low","2.4","28.5","0.2","0.0","0.0","0.0","0.0","5.0"
"Keith Kirkwood","NO","2.3","28.8","0.1","0.0","0.1","0.0","0.0","4.8"
"","high","3.2","40.1","0.2","0.0","0.2","0.0","0.0","6.3"
"","low","1.3","17.4","0.1","0.0","0.0","0.0","0.0","4.7"
"Austin Trammell","LAR","2.0","28.8","0.1","0.0","0.2","0.0","0.0","4.7"
"","high","3.3","42.0","0.2","0.0","0.4","0.0","0.0","6.4"
"","low","0.7","15.5","0.1","0.0","0.0","0.0","0.0","3.8"
"James Washington","NO","1.9","26.8","0.1","0.0","0.1","0.0","0.0","4.4"
"","high","2.9","39.7","0.2","0.0","0.2","0.0","0.0","6.2"
"","low","1.0","13.9","0.1","0.0","0.0","0.0","0.0","3.9"
"Alex Erickson","NYJ","2.1","25.1","0.1","0.0","0.2","0.0","0.0","4.4"
"","high","3.6","40.5","0.2","0.0","0.4","0.0","0.0","6.3"
"","low","0.7","9.7","0.1","0.0","0.0","0.0","0.0","3.1"
"Miles Boykin","PIT","1.6","28.9","0.1","0.0","0.3","0.0","0.0","4.3"
