"Player","Team","REC","YDS","TDS","FL","FPTS"
"","low","7.3","73.8","0.4","0.1","18.9"
"Colby Parkinson","SEA","13.7","165.1","0.8","0.0","28.3"
"","high","19.5","225.7","1.5","0.0","58.0"
"","low","6.6","65.1","0.0","0.1","15.7"
"Darnell Washington","PIT","13.3","171.9","0.8","0.3","27.9"
"","high","19.0","299.5","1.0","0.0","55.2"
"","low","7.5","78.5","0.6","1.0","18.0"
"Daniel Bellinger","NYG","13.5","163.0","0.8","0.3","27.4"
"","high","19.8","335.3","1.4","0.0","59.5"
"","low","7.5","67.8","0.4","1.2","16.3"
"Geoff Swaim","ARI","20.9","124.6","0.7","0.0","27.1"
"","high","20.9","173.8","1.4","0.0","36.3"
"","low","20.9","75.4","0.0","0.0","24.9"
"Elijah Higgins","MIA","11.0","173.4","0.7","0.1","26.9"
"","high","11.0","174.0","1.0","0.0","34.3"
"","low","11.0","172.7","0.4","0.1","21.5"
"Teagan Quitoriano","HOU","12.3","147.9","1.0","0.1","26.9"
"","high","21.0","255.0","2.0","0.0","36.2"
"","low","3.6","36.4","0.2","0.1","11.3"
"Lawrence Cager","NYG","11.5","134.0","1.0","0.0","25.5"
"","high","13.0","175.0","1.1","0.0","42.9"
"","low","10.0","93.0","1.0","0.0","15.8"
"Dan Arnold","PHI","10.0","152.8","0.9","0.2","25.1"
"","high","10.0","158.0","1.0","0.0","28.8"
"","low","10.0","147.5","0.7","0.3","18.0"
"Eric Saubert","MIA","13.7","128.2","0.9","0.0","25.0"
"","high","15.7","157.4","1.5","0.0","34.5"
"","low","11.0","98.2","0.0","0.1","16.9"
"Charlie Kolar","BAL","11.8","138.3","0.8","0.0","24.8"
"","high","18.7","223.4","1.2","0.0","54.4"
"","low","6.8","68.9","0.4","0.1","15.9"
"Blake Bell","KC","11.4","95.1","1.0","0.0","23.4"
"","high","16.4","165.6","2.0","0.0","33.1"
"","low","4.4","35.0","0.3","0.1","12.9"
"Payne Durham","TB","13.9","125.5","0.7","0.4","23.4"
"","high","20.0","177.0","1.0","0.0","28.6"
"","low","7.9","74.0","0.4","1.0","21.0"
"Albert Okwuegbunam","DEN","8.8","142.7","0.8","0.3","23.2"
"","high","10.0","251.7","1.0","0.0","48.6"
"","low","7.5","76.3","0.6","0.5","14.4"
"Peyton Hendershot","DAL","9.2","121.0","1.0","0.1","23.1"
"","high","11.5","232.8","2.0","0.0","42.4"
"","low","6.5","72.0","0.4","0.2","16.8"
"Brycen Hopkins","LAR","10.6","130.7","0.8","0.0","22.9"
"","high","15.3","161.8","1.2","0.0","44.3"
"","low","8.0","86.8","0.4","0.1","17.1"
"John Bates","WAS","11.9","121.5","0.6","0.0","21.9"
"","high","15.0","161.5","1.0","0.0","33.2"
"","low","7.3","68.5","0.0","0.1","15.6"
"Brayden Willis","SF","10.0","109.0","1.0","0.0","21.9"
"","high","10.0","109.0","1.0","0.0","15.0"
"","low","10.0","109.0","1.0","0.0","15.0"
"Cameron Latu","SF","11.1","116.2","0.8","0.0","21.8"
"","high","15.2","137.3","1.0","0.0","39.5"
"","low","8.2","86.3","0.4","0.1","15.6"
"Hunter Long","LAR","10.3","125.4","0.7","0.1","21.8"
"","high","20.2","218.0","1.4","0.0","35.4"
"","low","3.4","33.8","0.4","0.1","14.8"
"Miller Forristall","CLE","10.0","105.0","1.0","0.0","21.5"
"","high","10.0","105.0","1.0","0.0","15.0"
"","low","10.0","105.0","1.0","0.0","15.0"
"Ko Kieft","TB","10.6","111.4","0.8","0.1","21.1"
"","high","18.6","197.8","1.3","0.0","32.9"
"","low","3.9","39.5","0.3","0.1","10.9"
"Connor Heyward","PIT","9.0","104.5","0.7","0.1","20.5"
"","high","14.9","155.7","1.3","0.0","35.8"
"","low","3.6","36.4","0.2","0.1","9.6"
"Davis Allen","LAR","15.7","102.6","0.5","0.4","20.3"
"","high","29.0","199.0","1.0","0.0","24.0"
"","low","2.3","17.7","0.2","1.0","12.9"
"Tre' McKitty","LAC","10.6","110.1","0.7","0.0","20.3"
"","high","14.0","152.1","1.0","0.0","30.8"
"","low","8.2","81.4","0.0","0.1","15.3"
"Andrew Ogletree","IND","10.0","88.0","1.0","0.0","19.8"
"","high","10.0","88.0","1.0","0.0","15.0"
"","low","10.0","88.0","1.0","0.0","15.0"
"James Mitchell","DET","8.7","111.7","0.7","0.0","19.4"
"","high","13.0","172.7","1.0","0.0","33.1"
"","low","4.0","43.7","0.4","0.1","11.0"
"Josh Whyle","TEN","9.2","104.3","0.7","0.0","19.2"
"","high","11.9","149.1","1.0","0.0","31.3"
"","low","6.8","72.3","0.4","0.1","14.6"
"Zach Gentry","PIT","10.9","94.7","0.5","0.0","18.1"
"","high","14.0","108.0","1.0","0.0","30.6"
"","low","7.3","66.8","0.0","0.0","15.0"
"Jack Stoll","PHI","9.2","100.2","0.4","0.0","17.3"
"","high","20.0","207.0","1.0","0.0","26.7"
"","low","3.5","32.5","0.0","0.0","9.0"
"Zack Kuntz","NYJ","7.1","104.4","0.5","0.0","17.1"
"","high","12.0","172.7","1.0","0.0","32.4"
"","low","2.2","17.4","0.2","0.1","8.5"
"Marcedes Lewis","CHI","8.0","59.3","1.1","0.1","16.4"
"","high","8.0","86.0","2.0","0.0","20.0"
"","low","8.0","32.6","0.2","0.1","11.2"
"Stephen Sullivan","CAR","8.8","86.3","0.5","0.0","16.2"
"","high","14.0","198.0","1.0","0.0","22.4"
"","low","3.7","24.2","0.3","0.0","9.7"
"Tyler Kroft","MIA","7.2","86.3","0.6","0.0","16.0"
"","high","11.0","134.0","1.0","0.0","21.6"
"","low","2.9","29.8","0.3","0.1","12.0"
"Tanner Hudson","CIN","8.0","90.7","0.4","0.0","15.7"
"","high","11.8","119.4","1.0","0.0","33.5"
"","low","4.2","41.7","0.0","0.0","10.2"
"Jeremy Ruckert","NYJ","6.4","91.5","0.5","0.0","15.4"
"","high","12.0","172.7","1.0","0.0","32.0"
"","low","3.5","35.6","0.3","0.1","8.6"
"Drew Sample","CIN","8.6","78.9","0.5","0.1","15.1"
"","high","13.0","107.7","1.0","0.0","24.7"
"","low","4.4","37.1","0.0","0.3","9.9"
"Reggie Gilliam","BUF","8.3","64.8","0.6","0.0","14.8"
"","high","13.0","110.0","1.0","0.0","14.1"
"","low","3.6","19.6","0.2","0.0","11.4"
"Trevon Wesco","TEN","7.9","71.6","0.6","0.0","14.7"
"","high","13.5","149.4","1.1","0.0","25.7"
"","low","2.4","30.4","0.3","0.1","11.2"
"Jody Fortson","KC","6.1","100.7","0.4","0.6","14.5"
"","high","7.7","167.1","0.8","0.0","25.2"
"","low","4.6","46.5","0.0","1.1","10.3"
"Cole Turner","WAS","4.8","98.6","0.4","0.1","14.3"
"","high","7.0","245.0","0.4","0.0","42.0"
"","low","3.6","33.4","0.2","0.2","7.2"
"Andrew Beck","HOU","7.7","69.2","0.3","0.0","14.3"
"","high","7.8","84.1","0.6","0.0","24.8"
"","low","7.6","59.0","0.0","0.0","12.4"
"Stone Smartt","LAC","9.0","59.3","0.6","0.0","13.9"
"","high","14.0","110.0","1.0","0.0","16.9"
"","low","4.1","14.0","0.2","0.0","8.1"
"Johnny Mundt","MIN","6.9","74.5","0.4","0.0","13.3"
"","high","8.6","117.1","0.6","0.0","22.2"
"","low","4.3","37.4","0.0","0.1","9.2"
"Ross Dwelley","SF","3.6","79.2","0.6","0.0","13.2"
"","high","7.0","157.0","2.0","0.0","20.8"
"","low","0.3","3.4","0.0","0.0","2.6"
"Quintin Morris","BUF","5.5","78.1","0.4","0.1","13.1"
"","high","6.9","125.4","0.6","0.0","24.4"
"","low","4.1","41.1","0.3","0.1","9.0"
"Luke Farrell","JAC","6.5","70.4","0.4","0.0","12.8"
"","high","12.0","122.0","1.0","0.0","16.8"
"","low","3.3","31.7","0.0","0.0","9.2"
"Curtis Hodges","WAS","6.3","60.1","0.6","0.0","12.8"
"","high","10.0","97.0","1.0","0.0","13.1"
"","low","2.5","23.3","0.2","0.0","9.1"
"Will Mallory","IND","5.1","72.2","0.5","0.0","12.6"
"","high","10.0","125.4","1.0","0.0","24.2"
"","low","0.3","3.3","0.0","0.1","3.3"
"Jesper Horsted","LV","5.8","65.4","0.5","0.0","12.2"
"","high","11.0","101.0","1.0","0.0","19.1"
"","low","2.5","34.1","0.2","0.1","7.9"
"Mitchell Wilcox","CIN","6.3","74.7","0.3","0.0","12.1"
"","high","6.3","88.2","0.5","0.0","17.6"
"","low","6.3","61.2","0.0","0.0","12.2"
"Chris Manhertz","DEN","5.6","66.5","0.4","0.0","12.1"
"","high","10.0","113.1","1.0","0.0","21.5"
"","low","1.7","16.5","0.0","0.1","7.9"
"Devin Asiasi","CIN","5.6","64.7","0.4","0.0","11.8"
"","high","12.0","114.0","1.0","0.0","22.6"
"","low","0.5","4.3","0.1","0.1","4.2"
"Armani Rogers","WAS","7.3","57.3","0.4","0.0","11.7"
"","high","7.3","68.6","0.5","0.0","13.4"
"","low","7.3","46.1","0.3","0.0","12.6"
"Shane Zylstra","DET","3.9","72.1","0.3","0.1","10.9"
"","high","3.9","102.8","0.4","0.1","20.0"
"","low","3.9","41.3","0.3","0.1","8.4"
"Anthony Firkser","NE","5.8","54.3","0.4","0.0","10.4"
"","high","5.8","54.3","0.4","0.0","10.4"
"","low","5.8","54.3","0.4","0.0","10.4"
"Giovanni Ricci","CAR","2.7","69.6","0.4","0.1","10.4"
"","high","2.7","102.8","0.4","0.0","19.4"
"","low","2.7","36.4","0.3","0.1","10.2"
"Grant Calcaterra","PHI","3.4","69.8","0.3","0.1","10.4"
"","high","3.5","149.1","0.4","0.0","26.9"
"","low","3.3","27.2","0.2","0.1","6.2"
"Eric Tomlinson","HOU","5.5","49.9","0.4","0.0","9.9"
"","high","7.4","64.4","0.5","0.0","19.5"
"","low","3.6","35.4","0.2","0.0","7.8"
"Kevin Rader","TEN","4.8","47.0","0.4","0.0","9.4"
"","high","10.3","109.9","0.8","0.0","18.1"
"","low","0.8","8.3","0.2","0.1","5.4"
"Tommy Sweeney","NYG","3.7","56.8","0.3","0.1","8.8"
"","high","3.7","79.8","0.3","0.1","16.2"
"","low","3.7","33.8","0.2","0.1","6.6"
"Chris Myarick","NYG","3.7","51.0","0.3","0.0","8.5"
"","high","3.7","68.2","0.3","0.0","14.4"
"","low","3.7","33.8","0.2","0.0","6.7"
"Dominique Dafney","TB","3.9","39.8","0.3","0.0","7.7"
"","high","3.9","39.8","0.3","0.0","7.6"
"","low","3.9","39.8","0.3","0.0","7.6"
"MyCole Pruitt","ATL","3.2","40.9","0.3","0.0","7.7"
"","high","3.2","52.3","0.4","0.0","12.4"
"","low","3.2","29.5","0.3","0.0","6.1"
"David Wells","TB","3.2","31.7","0.4","0.0","7.5"
"","high","3.2","31.7","0.4","0.0","10.8"
"","low","3.2","31.7","0.4","0.0","10.8"
"Tanner Conner","MIA","4.0","37.7","0.3","0.0","7.4"
"","high","4.0","37.7","0.3","0.0","7.4"
"","low","4.0","37.7","0.3","0.0","7.4"
"Mason Schreck","HOU","3.6","35.2","0.2","0.0","6.8"
"","high","3.6","35.2","0.2","0.0","6.9"
"","low","3.6","35.2","0.2","0.0","6.9"
"Dalton Keene","HOU","3.6","35.1","0.2","0.0","6.8"
"","high","3.6","35.1","0.2","0.0","6.8"
"","low","3.6","35.1","0.2","0.0","6.8"
"Charlie Woerner","SF","3.2","32.0","0.3","0.0","6.6"
"","high","3.5","35.0","0.3","0.0","9.0"
"","low","2.9","27.8","0.3","0.0","6.6"
"Jacob Hollister","LV","3.7","30.7","0.2","0.0","6.2"
"","high","3.7","30.7","0.2","0.0","6.4"
"","low","3.7","30.7","0.2","0.0","6.4"
"Noah Togiai","ARI","3.0","31.7","0.2","0.0","6.2"
"","high","4.0","42.3","0.3","0.0","7.6"
"","low","2.0","21.1","0.2","0.0","7.0"
"Parker Hesse","ATL","2.2","42.7","0.1","0.0","6.1"
"","high","3.1","87.1","0.2","0.0","16.4"
"","low","1.3","12.0","0.0","0.0","4.6"
"Pharaoh Brown","IND","1.9","45.1","0.1","0.1","5.8"
"","high","3.1","98.1","0.2","0.0","16.3"
"","low","0.7","6.8","0.0","0.2","2.9"
"Feleipe Franks","ATL","3.1","29.0","0.2","0.0","5.8"
"","high","3.1","29.0","0.2","0.0","5.9"
"","low","3.1","29.0","0.2","0.0","5.9"
"Kaden Smith","WAS","3.2","29.2","0.2","0.0","5.5"
"","high","3.2","29.2","0.2","0.0","5.8"
"","low","3.2","29.2","0.2","0.0","5.8"
"Tyler Mabry","SEA","2.8","24.5","0.2","0.0","5.2"
"","high","4.1","39.3","0.2","0.0","6.8"
"","low","1.5","14.0","0.2","0.0","5.0"
"Tyler Davis","GB","2.5","21.2","0.3","0.0","5.0"
"","high","3.8","38.2","0.3","0.0","6.8"
"","low","1.2","11.5","0.2","0.0","4.8"
"Matt Sokol","NE","1.7","17.2","0.3","0.0","4.5"
"","high","1.7","17.2","0.3","0.0","6.1"
"","low","1.7","17.2","0.3","0.0","6.1"
"Nick Vannett","HOU","2.1","19.3","0.1","0.0","3.7"
"","high","3.7","33.0","0.2","0.0","5.7"
"","low","0.5","5.6","0.1","0.0","2.4"
"Sean McKeon","DAL","1.0","11.4","0.3","0.0","3.3"
"","high","1.0","11.4","0.3","0.0","4.3"
"","low","1.0","11.4","0.3","0.0","4.3"
"Hunter Kampmoyer","LAC","0.5","3.9","0.1","0.0","1.0"
"","high","0.5","3.9","0.1","0.0","1.6"
"","low","0.5","3.9","0.1","0.0","1.6"
"Ben Mason","BAL","0.3","2.0","0.0","0.0","0.3"
"","high","0.3","2.0","0.0","0.0","0.7"
"","low","0.3","2.0","0.0","0.0","0.7"
"Kendall Blanton","KC","0.0","35.0","0.3","0.0","0.0"
"","high","0.0","35.0","0.3","0.0","0.0"
"","low","0.0","35.0","0.3","0.0","0.0"
"Stephen Carlson","CHI","0.0","14.0","0.2","0.0","0.0"
"","high","0.0","14.0","0.2","0.0","0.0"
"","low","0.0","14.0","0.2","0.0","0.0"
"Tyree Jackson","PHI","0.0","35.0","0.3","0.0","0.0"
"","high","0.0","35.0","0.3","0.0","0.0"
"","low","0.0","35.0","0.3","0.0","0.0"
""
""
