Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
James Robinson,NYG,23.3,46.2,11.7,-5.08125,-5.8062499999999995,-3.6499999999999995,0.0,RB
Demetric Felton Jr.,CLE,23.2,57.2,13.1,-5.0874999999999995,-5.71875,-2.9624999999999995,0.0,RB
Tyrion Davis-Price,SF,22.2,43.2,8.7,-5.1499999999999995,-5.9937499999999995,-3.8374999999999995,0.0,RB
Gary Brightwell,NYG,20.8,35.9,9.7,-5.2375,-5.9312499999999995,-4.293749999999999,0.0,RB
Tyler Badie,DEN,20.6,53.5,13.7,-5.25,-5.6812499999999995,-3.1937499999999996,0.0,RB
Mike Boone,HOU,20.4,21.6,11.9,-5.262499999999999,-5.793749999999999,-5.1875,0.0,RB
Hunter Luepke,DAL,20.2,21.6,14.6,-5.2749999999999995,-5.625,-5.1875,0.0,RB
John Kelly Jr.,CLE,19.8,9.5,9.5,-5.3,-5.94375,-5.94375,0.0,RB
Deneric Prince,KC,19.0,32.8,23.8,-5.35,-5.05,-4.4875,0.0,RB
Snoop Conner,JAC,19.0,25.2,12.3,-5.35,-5.76875,-4.9624999999999995,0.0,RB
Salvon Ahmed,MIA,18.1,36.2,9.0,-5.40625,-5.975,-4.2749999999999995,0.0,RB
Myles Gaskin,MIA,17.8,36.2,11.1,-5.425,-5.84375,-4.2749999999999995,0.0,RB
Rico Dowdle,DAL,17.5,26.6,5.4,-5.44375,-6.199999999999999,-4.875,0.0,RB
Dare Ogunbowale,HOU,17.3,50.5,8.8,-5.45625,-5.9875,-3.3812499999999996,0.0,RB
Brittain Brown,LV,17.2,15.0,8.7,-5.4624999999999995,-5.9937499999999995,-5.6,0.0,RB
Lew Nichols III,GB,17.1,15.0,11.0,-5.46875,-5.85,-5.6,0.0,RB
Reggie Gilliam,BUF,17.0,16.6,16.6,-5.475,-5.5,-5.5,0.0,RB
Justice Hill,BAL,16.8,29.1,9.2,-5.4875,-5.9624999999999995,-4.71875,0.0,RB
Craig Reynolds,DET,16.8,24.7,10.6,-5.4875,-5.875,-4.9937499999999995,0.0,RB
Alec Ingold,MIA,15.9,23.6,11.9,-5.543749999999999,-5.793749999999999,-5.0625,0.0,RB
Damarea Crockett,NYJ,15.5,15.3,15.3,-5.56875,-5.58125,-5.58125,0.0,RB
Ty'Son Williams,ARI,15.0,15.8,6.5,-5.6,-6.13125,-5.55,0.0,RB
Darrynton Evans,BUF,14.6,19.1,13.4,-5.625,-5.699999999999999,-5.34375,0.0,RB
C.J. Ham,MIN,13.4,23.5,14.0,-5.699999999999999,-5.6625,-5.06875,0.0,RB
Larry Rountree III,LAC,12.5,9.3,9.3,-5.75625,-5.95625,-5.95625,0.0,RB
Zander Horvath,LAC,12.1,22.9,8.3,-5.78125,-6.01875,-5.106249999999999,0.0,RB
Julius Chestnut,TEN,12.1,15.5,9.4,-5.78125,-5.949999999999999,-5.56875,0.0,RB
Trey Sermon,PHI,12.1,21.7,8.5,-5.78125,-6.00625,-5.1812499999999995,0.0,RB
Patrick Ricard,BAL,11.4,24.2,9.4,-5.824999999999999,-5.949999999999999,-5.0249999999999995,0.0,RB
Trestan Ebner,CHI,10.9,19.5,7.7,-5.856249999999999,-6.0562499999999995,-5.31875,0.0,RB
La'Mical Perine,KC,10.9,10.5,10.5,-5.856249999999999,-5.88125,-5.88125,0.0,RB
Godwin Igwebuike,ATL,10.6,16.6,16.6,-5.875,-5.5,-5.5,0.0,RB
Jermar Jefferson,DET,10.4,10.0,10.0,-5.887499999999999,-5.9125,-5.9125,0.0,RB
Qadree Ollison,JAC,9.3,9.2,9.2,-5.95625,-5.9624999999999995,-5.9624999999999995,0.0,RB
Jason Cabinda,DET,9.1,12.3,9.9,-5.96875,-5.918749999999999,-5.76875,0.0,RB
Giovanni Ricci,CAR,9.0,8.9,8.9,-5.975,-5.981249999999999,-5.981249999999999,0.0,RB
Spencer Brown,CAR,8.9,8.8,8.8,-5.981249999999999,-5.9875,-5.9875,0.0,RB
Patrick Laird,TB,8.9,8.6,8.6,-5.981249999999999,-6.0,-6.0,0.0,RB
Ronnie Rivers,LAR,8.6,8.6,8.6,-6.0,-6.0,-6.0,0.0,RB
Nate McCrary,GB,8.6,8.5,8.5,-6.0,-6.00625,-6.00625,0.0,RB
Jonathan Ward,TEN,8.3,8.3,8.3,-6.01875,-6.01875,-6.01875,0.0,RB
Gerrid Doaks,HOU,8.3,8.3,8.3,-6.01875,-6.01875,-6.01875,0.0,RB
Avery Williams,ATL,8.3,8.1,8.1,-6.01875,-6.03125,-6.03125,0.0,RB
Jake Funk,IND,7.9,7.8,7.8,-6.043749999999999,-6.05,-6.05,0.0,RB
Jaret Patterson,WAS,7.0,10.6,6.2,-6.1,-6.1499999999999995,-5.875,0.0,RB
Adam Prentice,NO,7.0,11.1,11.1,-6.1,-5.84375,-5.84375,0.0,RB
Henry Pearson,GB,6.8,10.6,10.6,-6.1125,-5.875,-5.875,0.0,RB
Michael Burton,DEN,6.7,8.8,7.0,-6.1187499999999995,-6.1,-5.9875,0.0,RB
Jack Colletto,SF,5.7,9.4,9.4,-6.1812499999999995,-5.949999999999999,-5.949999999999999,0.0,RB
Jason Huntley,IND,5.6,7.8,3.6,-6.1875,-6.3125,-6.05,0.0,RB
Khari Blasingame,CHI,5.3,7.7,5.1,-6.20625,-6.21875,-6.0562499999999995,0.0,RB
Jakob Johnson,LV,5.2,9.8,9.8,-6.2124999999999995,-5.925,-5.925,0.0,RB
Keith Smith,ATL,5.1,7.7,4.6,-6.21875,-6.25,-6.0562499999999995,0.0,RB
Ellis Merriweather,NO,2.3,2.8,2.8,-6.39375,-6.3625,-6.3625,0.0,RB
Tyler Goodson,GB,2.2,2.7,2.7,-6.3999999999999995,-6.3687499999999995,-6.3687499999999995,0.0,RB
Khalan Laborn,SF,1.3,1.9,1.9,-6.45625,-6.418749999999999,-6.418749999999999,0.0,RB
Nick Bellore,SEA,0.0,17.8,17.8,-6.5375,-5.425,-5.425,0.0,RB
Mohamed Ibrahim,DET,0.0,0.0,0.0,-6.5375,-6.5375,-6.5375,0.0,RB
Jaleel McLaughlin,DEN,0.0,0.0,0.0,-6.5375,-6.5375,-6.5375,0.0,RB
Keaton Mitchell,BAL,0.0,0.0,0.0,-6.5375,-6.5375,-6.5375,0.0,RB
Justin Jefferson,MIN,258.6,338.1,234.9,8.218750000000002,6.737500000000001,13.187500000000002,94.0,WR
