Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Dameon Pierce,HOU,184.2,220.8,168.4,2.84375,1.856250000000001,5.131250000000001,18.0,RB
Rachaad White,TB,176.5,243.4,123.7,2.3625000000000007,-0.9374999999999991,6.543750000000001,15.0,RB
Miles Sanders,CAR,174.7,205.0,141.4,2.25,0.16875000000000107,4.143750000000001,13.0,RB
Breece Hall,NYJ,173.8,211.4,147.0,2.1937500000000014,0.5187500000000007,4.543750000000001,11.0,RB
Cam Akers,LAR,171.3,198.0,124.4,2.0375000000000014,-0.8937499999999989,3.7062500000000007,9.0,RB
Isiah Pacheco,KC,168.3,216.8,129.2,1.8500000000000014,-0.59375,4.881250000000001,8.0,RB
J.K. Dobbins,BAL,168.2,187.3,146.1,1.84375,0.46250000000000036,3.0375000000000014,6.0,RB
David Montgomery,DET,167.7,198.7,141.2,1.8125,0.15625,3.75,4.0,RB
Javonte Williams,DEN,165.0,238.6,124.6,1.6437500000000007,-0.8812499999999996,6.24375,3.0,RB
James Cook,BUF,164.6,208.6,133.0,1.6187500000000004,-0.3562499999999993,4.36875,2.0,RB
Alvin Kamara,NO,156.3,209.9,132.7,1.1000000000000014,-0.375,4.450000000000001,1.0,RB
Dalvin Cook,NYJ,142.8,171.8,113.0,0.2562500000000014,-1.6062499999999993,2.0687500000000014,0.0,RB
D'Andre Swift,PHI,142.7,207.7,124.8,0.25,-0.8687499999999995,4.3125,0.0,RB
AJ Dillon,GB,139.2,179.9,120.0,0.03125,-1.1687499999999993,2.575000000000001,0.0,RB
Khalil Herbert,CHI,139.1,167.0,124.8,0.025000000000000355,-0.8687499999999995,1.7687500000000007,0.0,RB
Brian Robinson Jr.,WAS,138.7,186.1,123.4,0.0,-0.9562499999999989,2.9625000000000004,0.0,RB
Antonio Gibson,WAS,134.7,184.5,114.1,-0.25,-1.5374999999999996,2.8625000000000007,0.0,RB
Samaje Perine,DEN,125.7,141.7,109.5,-0.8124999999999991,-1.8249999999999993,0.1875,0.0,RB
Jeff Wilson Jr.,MIA,118.5,194.7,83.5,-1.2624999999999993,-3.4499999999999993,3.5,0.0,RB
Jamaal Williams,NO,118.1,136.7,105.7,-1.2874999999999996,-2.062499999999999,-0.125,0.0,RB
Rashaad Penny,PHI,113.4,123.5,101.5,-1.581249999999999,-2.3249999999999993,-0.9499999999999993,0.0,RB
Zach Charbonnet,SEA,111.8,144.9,91.7,-1.6812499999999995,-2.937499999999999,0.38750000000000107,0.0,RB
Elijah Mitchell,SF,110.3,131.2,100.4,-1.7749999999999995,-2.393749999999999,-0.46875,0.0,RB
Tyler Allgeier,ATL,108.8,138.0,91.1,-1.8687499999999995,-2.9749999999999996,-0.04374999999999929,0.0,RB
Raheem Mostert,MIA,105.9,129.0,86.7,-2.049999999999999,-3.249999999999999,-0.6062499999999993,0.0,RB
Ezekiel Elliott,NE,102.6,146.3,89.3,-2.2562499999999996,-3.0874999999999995,0.4750000000000014,0.0,RB
Devin Singletary,HOU,99.5,137.1,82.0,-2.4499999999999993,-3.5437499999999993,-0.09999999999999964,0.0,RB
Jerick McKinnon,KC,98.8,136.9,71.9,-2.4937499999999995,-4.174999999999999,-0.11249999999999893,0.0,RB
Damien Harris,BUF,98.7,124.1,85.9,-2.499999999999999,-3.299999999999999,-0.9124999999999996,0.0,RB
Jaylen Warren,PIT,98.2,120.0,81.0,-2.531249999999999,-3.6062499999999993,-1.1687499999999993,0.0,RB
De'Von Achane,MIA,97.8,129.7,73.8,-2.5562499999999995,-4.0562499999999995,-0.5625,0.0,RB
Chuba Hubbard,CAR,96.9,160.8,73.8,-2.612499999999999,-4.0562499999999995,1.3812500000000014,0.0,RB
Kenneth Gainwell,PHI,94.6,114.7,81.0,-2.7562499999999996,-3.6062499999999993,-1.4999999999999991,0.0,RB
D'Onta Foreman,CHI,94.3,135.5,77.5,-2.7749999999999995,-3.8249999999999993,-0.1999999999999993,0.0,RB
Tank Bigsby,JAC,85.2,107.9,73.2,-3.343749999999999,-4.093749999999999,-1.924999999999999,0.0,RB
Gus Edwards,BAL,81.5,95.6,65.4,-3.5749999999999993,-4.581249999999999,-2.6937499999999996,0.0,RB
Chase Edmonds,TB,77.0,125.0,58.1,-3.8562499999999993,-5.0375,-0.8562499999999993,0.0,RB
Roschon Johnson,CHI,76.8,102.5,45.3,-3.8687499999999995,-5.8374999999999995,-2.2624999999999993,0.0,RB
Cordarrelle Patterson,ATL,75.3,88.0,72.8,-3.9624999999999995,-4.1187499999999995,-3.1687499999999993,0.0,RB
