Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Zach Wilson,NYJ,18.4,20.4,15.5,-12.71875,-12.9,-12.59375,0.0,QB
Stetson Bennett,LAR,18.4,30.7,2.1,-12.71875,-13.7375,-11.950000000000001,0.0,QB
Jameis Winston,NO,18.4,28.9,9.0,-12.71875,-13.30625,-12.0625,0.0,QB
Easton Stick,LAC,18.3,18.6,10.8,-12.725,-13.19375,-12.70625,0.0,QB
C.J. Beathard,JAC,18.2,25.0,6.0,-12.731250000000001,-13.49375,-12.30625,0.0,QB
Drew Lock,SEA,17.5,21.4,7.0,-12.775,-13.43125,-12.53125,0.0,QB
Cooper Rush,DAL,16.4,19.7,6.0,-12.84375,-13.49375,-12.637500000000001,0.0,QB
David Blough,ARI,15.6,18.0,5.4,-12.89375,-13.53125,-12.74375,0.0,QB
Kyle Allen,BUF,14.1,11.9,6.0,-12.9875,-13.49375,-13.125,0.0,QB
Aidan O'Connell,LV,12.9,18.0,6.0,-13.0625,-13.49375,-12.74375,0.0,QB
Matt Barkley,BUF,12.3,15.2,7.9,-13.1,-13.375,-12.918750000000001,0.0,QB
Malik Willis,TEN,12.2,19.8,1.0,-13.106250000000001,-13.80625,-12.63125,0.0,QB
Dorian Thompson-Robinson,CLE,10.4,9.0,8.0,-13.21875,-13.36875,-13.30625,0.0,QB
Max Duggan,LAC,10.1,8.0,8.0,-13.2375,-13.36875,-13.36875,0.0,QB
Jaren Hall,MIN,9.9,8.0,8.0,-13.25,-13.36875,-13.36875,0.0,QB
Tanner McKee,PHI,9.4,8.0,8.0,-13.28125,-13.36875,-13.36875,0.0,QB
Jake Haener,NO,9.1,8.0,8.0,-13.3,-13.36875,-13.36875,0.0,QB
Skylar Thompson,MIA,9.1,10.8,1.8,-13.3,-13.75625,-13.19375,0.0,QB
Mason Rudolph,PIT,7.3,8.5,0.8,-13.4125,-13.81875,-13.3375,0.0,QB
Case Keenum,HOU,7.3,10.2,1.8,-13.4125,-13.75625,-13.231250000000001,0.0,QB
Matt Corral,CAR,6.9,9.0,1.9,-13.4375,-13.75,-13.30625,0.0,QB
Sam Ehlinger,IND,4.2,1.8,1.8,-13.606250000000001,-13.75625,-13.75625,0.0,QB
Shane Buechele,KC,1.7,1.6,1.6,-13.762500000000001,-13.76875,-13.76875,0.0,QB
Nate Sudfeld,DET,1.5,1.5,1.5,-13.775,-13.775,-13.775,0.0,QB
Tommy DeVito,NYG,1.3,1.3,1.3,-13.7875,-13.7875,-13.7875,0.0,QB
Will Grier,DAL,0.4,0.4,0.4,-13.84375,-13.84375,-13.84375,0.0,QB
Josh Johnson,BAL,0.0,0.6,0.6,-13.86875,-13.83125,-13.83125,0.0,QB
Christian McCaffrey,SF,271.2,360.6,239.4,8.54375,6.55625,14.131250000000001,93.0,RB
Austin Ekeler,LAC,262.0,353.6,245.3,7.96875,6.925000000000001,13.693750000000001,86.0,RB
Nick Chubb,CLE,234.1,277.1,194.1,6.225,3.7249999999999996,8.912500000000001,81.0,RB
Tony Pollard,DAL,233.6,287.2,187.8,6.19375,3.3312500000000007,9.54375,76.0,RB
Josh Jacobs,LV,233.3,305.4,193.9,6.175000000000001,3.7125000000000004,10.681249999999999,71.0,RB
Derrick Henry,TEN,233.2,293.3,185.9,6.168749999999999,3.2125000000000004,9.925,65.0,RB
Saquon Barkley,NYG,233.1,287.2,202.2,6.1625,4.231249999999999,9.54375,60.0,RB
Bijan Robinson,ATL,233.0,265.2,210.3,6.15625,4.737500000000001,8.16875,55.0,RB
Jonathan Taylor,IND,217.2,252.8,176.3,5.168749999999999,2.6125000000000007,7.393750000000001,51.0,RB
Joe Mixon,CIN,213.4,316.8,179.0,4.93125,2.78125,11.39375,47.0,RB
Aaron Jones,GB,208.3,286.0,170.9,4.612500000000001,2.2750000000000004,9.46875,43.0,RB
Najee Harris,PIT,202.2,240.8,160.7,4.231249999999999,1.6374999999999993,6.643750000000001,39.0,RB
Rhamondre Stevenson,NE,200.0,252.1,165.9,4.09375,1.9625000000000004,7.35,36.0,RB
Travis Etienne Jr.,JAC,193.9,238.8,154.6,3.7125000000000004,1.2562499999999996,6.518750000000001,33.0,RB
Alexander Mattison,MIN,191.4,246.0,159.2,3.5562500000000004,1.5437499999999993,6.96875,30.0,RB
James Conner,ARI,188.5,252.2,164.5,3.375,1.875,7.356249999999999,27.0,RB
Kenneth Walker III,SEA,186.6,217.9,148.9,3.2562499999999996,0.9000000000000004,5.2125,24.0,RB
Jahmyr Gibbs,DET,183.5,220.3,152.3,3.0625,1.1125000000000007,5.362500000000001,21.0,RB
Dameon Pierce,HOU,182.1,220.7,168.3,2.9749999999999996,2.1125000000000007,5.387499999999999,19.0,RB
Breece Hall,NYJ,181.8,213.7,148.1,2.9562500000000007,0.8499999999999996,4.949999999999999,17.0,RB
Rachaad White,TB,175.6,242.7,123.0,2.5687499999999996,-0.71875,6.762499999999999,14.0,RB
Miles Sanders,CAR,174.4,206.6,135.9,2.4937500000000004,0.08750000000000036,4.50625,12.0,RB
Cam Akers,LAR,170.4,198.2,123.5,2.2437500000000004,-0.6875,3.9812499999999993,10.0,RB
J.K. Dobbins,BAL,167.6,187.2,146.0,2.0687499999999996,0.71875,3.2937499999999993,9.0,RB
Isiah Pacheco,KC,167.3,216.8,129.2,2.0500000000000007,-0.3312500000000007,5.143750000000001,7.0,RB
David Montgomery,DET,164.0,198.2,140.8,1.84375,0.3937500000000007,3.9812499999999993,5.0,RB
Javonte Williams,DEN,161.4,237.4,122.4,1.6812500000000004,-0.7562499999999996,6.43125,4.0,RB
Alvin Kamara,NO,160.7,210.2,124.0,1.6374999999999993,-0.65625,4.731249999999999,3.0,RB
James Cook,BUF,159.1,216.7,126.5,1.5374999999999996,-0.5,5.137499999999999,1.0,RB
D'Andre Swift,PHI,148.2,212.2,125.3,0.8562499999999993,-0.5750000000000002,4.856249999999999,1.0,RB
AJ Dillon,GB,141.6,180.4,119.5,0.44374999999999964,-0.9375,2.8687500000000004,0.0,RB
Brian Robinson Jr.,WAS,136.6,186.7,121.1,0.13124999999999964,-0.8375000000000004,3.2624999999999993,0.0,RB
Antonio Gibson,WAS,136.3,185.6,115.3,0.11250000000000071,-1.2000000000000002,3.1937499999999996,0.0,RB
Khalil Herbert,CHI,134.5,166.9,114.6,0.0,-1.2437500000000004,2.0250000000000004,0.0,RB
Samaje Perine,DEN,131.6,164.3,110.4,-0.18125000000000036,-1.5062499999999996,1.8625000000000007,0.0,RB
Dalvin Cook,NYJ,128.7,170.9,105.8,-0.3625000000000007,-1.7937500000000002,2.2750000000000004,0.0,RB
Jeff Wilson Jr.,MIA,123.8,195.9,84.7,-0.6687500000000002,-3.1125,3.8375000000000004,0.0,RB
Jamaal Williams,NO,117.6,137.1,106.1,-1.0562500000000004,-1.7750000000000004,0.16249999999999964,0.0,RB
Rashaad Penny,PHI,115.9,130.0,102.1,-1.1624999999999996,-2.0250000000000004,-0.28125,0.0,RB
Raheem Mostert,MIA,112.8,134.1,92.9,-1.3562500000000002,-2.5999999999999996,-0.025000000000000355,0.0,RB
Elijah Mitchell,SF,108.9,131.3,100.5,-1.5999999999999996,-2.125,-0.1999999999999993,0.0,RB
Zach Charbonnet,SEA,107.2,137.8,91.8,-1.7062499999999998,-2.66875,0.2062500000000007,0.0,RB
Tyler Allgeier,ATL,106.3,137.8,89.9,-1.7625000000000002,-2.7874999999999996,0.2062500000000007,0.0,RB
Jerick McKinnon,KC,101.8,134.8,73.2,-2.04375,-3.83125,0.01875000000000071,0.0,RB
Devin Singletary,HOU,101.3,137.2,82.1,-2.075,-3.2750000000000004,0.1687499999999993,0.0,RB
