Player,Team,FPTS,High_FPTS,Low_FPTS,VAL,F,C,PS,Position
Zamir White,LV,29.6,81.4,8.4,-4.0875,-5.4125,-0.8499999999999996,0.0,RB
Trayveon Williams,CIN,29.6,37.2,5.6,-4.0875,-5.5875,-3.6125,0.0,RB
Boston Scott,PHI,28.0,61.3,8.6,-4.1875,-5.4,-2.10625,0.0,RB
Chris Evans,CIN,26.4,46.3,19.5,-4.2875,-4.71875,-3.04375,0.0,RB
Travis Homer,CHI,26.4,54.2,11.6,-4.2875,-5.2125,-2.55,0.0,RB
Anthony McFarland Jr.,PIT,26.1,67.8,13.5,-4.30625,-5.09375,-1.7000000000000002,0.0,RB
Kyle Juszczyk,SF,26.0,36.1,23.5,-4.3125,-4.46875,-3.68125,0.0,RB
J.J. Taylor,NE,25.6,49.1,9.4,-4.3375,-5.35,-2.86875,0.0,RB
Sincere McCormick,LV,25.5,15.0,15.0,-4.34375,-5.0,-5.0,0.0,RB
Patrick Taylor Jr.,GB,25.3,34.5,20.4,-4.35625,-4.6625,-3.78125,0.0,RB
Jonathan Williams,WAS,24.7,36.6,6.1,-4.39375,-5.55625,-3.65,0.0,RB
Kenny McIntosh,SEA,24.3,32.6,14.0,-4.41875,-5.0625,-3.9,0.0,RB
Brandon Bolden,LV,24.3,43.3,18.6,-4.41875,-4.775,-3.23125,0.0,RB
D'Ernest Johnson,JAC,23.9,55.1,9.4,-4.44375,-5.35,-2.49375,0.0,RB
Tony Jones Jr.,DEN,23.6,31.2,5.7,-4.4625,-5.58125,-3.9875,0.0,RB
James Robinson,NYG,23.3,46.2,11.7,-4.48125,-5.20625,-3.05,0.0,RB
Demetric Felton Jr.,CLE,23.2,57.2,13.1,-4.4875,-5.11875,-2.3625,0.0,RB
Tyrion Davis-Price,SF,22.2,43.2,8.7,-4.55,-5.39375,-3.2375,0.0,RB
Gary Brightwell,NYG,20.8,35.9,9.7,-4.6375,-5.33125,-3.69375,0.0,RB
Tyler Badie,DEN,20.6,53.5,13.7,-4.65,-5.08125,-2.59375,0.0,RB
Mike Boone,HOU,20.4,21.6,11.9,-4.6625,-5.19375,-4.5875,0.0,RB
Hunter Luepke,DAL,20.2,21.6,14.6,-4.675,-5.025,-4.5875,0.0,RB
John Kelly Jr.,CLE,19.8,9.5,9.5,-4.7,-5.34375,-5.34375,0.0,RB
Deneric Prince,KC,19.0,32.8,23.8,-4.75,-4.45,-3.8875,0.0,RB
Snoop Conner,JAC,19.0,25.2,12.3,-4.75,-5.16875,-4.3625,0.0,RB
Salvon Ahmed,MIA,18.1,36.2,9.0,-4.80625,-5.375,-3.675,0.0,RB
Myles Gaskin,MIA,17.8,36.2,11.1,-4.825,-5.24375,-3.675,0.0,RB
Rico Dowdle,DAL,17.5,26.6,5.4,-4.84375,-5.6,-4.275,0.0,RB
Dare Ogunbowale,HOU,17.3,50.5,8.8,-4.85625,-5.3875,-2.78125,0.0,RB
Brittain Brown,LV,17.2,15.0,8.7,-4.8625,-5.39375,-5.0,0.0,RB
Lew Nichols III,GB,17.1,15.0,11.0,-4.86875,-5.25,-5.0,0.0,RB
Reggie Gilliam,BUF,17.0,16.6,16.6,-4.875,-4.9,-4.9,0.0,RB
Justice Hill,BAL,16.8,29.1,9.2,-4.8875,-5.3625,-4.11875,0.0,RB
Craig Reynolds,DET,16.8,24.7,10.6,-4.8875,-5.275,-4.39375,0.0,RB
Alec Ingold,MIA,15.9,23.6,11.9,-4.94375,-5.19375,-4.4625,0.0,RB
Damarea Crockett,NYJ,15.5,15.3,15.3,-4.96875,-4.98125,-4.98125,0.0,RB
Ty'Son Williams,ARI,15.0,15.8,6.5,-5.0,-5.53125,-4.95,0.0,RB
Darrynton Evans,BUF,14.6,19.1,13.4,-5.025,-5.1,-4.74375,0.0,RB
C.J. Ham,MIN,13.4,23.5,14.0,-5.1,-5.0625,-4.46875,0.0,RB
Larry Rountree III,LAC,12.5,9.3,9.3,-5.15625,-5.35625,-5.35625,0.0,RB
Zander Horvath,LAC,12.1,22.9,8.3,-5.18125,-5.41875,-4.50625,0.0,RB
Julius Chestnut,TEN,12.1,15.5,9.4,-5.18125,-5.35,-4.96875,0.0,RB
Trey Sermon,PHI,12.1,21.7,8.5,-5.18125,-5.40625,-4.58125,0.0,RB
Patrick Ricard,BAL,11.4,24.2,9.4,-5.225,-5.35,-4.425,0.0,RB
Trestan Ebner,CHI,10.9,19.5,7.7,-5.25625,-5.45625,-4.71875,0.0,RB
La'Mical Perine,KC,10.9,10.5,10.5,-5.25625,-5.28125,-5.28125,0.0,RB
Godwin Igwebuike,ATL,10.6,16.6,16.6,-5.275,-4.9,-4.9,0.0,RB
Jermar Jefferson,DET,10.4,10.0,10.0,-5.2875,-5.3125,-5.3125,0.0,RB
Qadree Ollison,JAC,9.3,9.2,9.2,-5.35625,-5.3625,-5.3625,0.0,RB
Jason Cabinda,DET,9.1,12.3,9.9,-5.36875,-5.31875,-5.16875,0.0,RB
Giovanni Ricci,CAR,9.0,8.9,8.9,-5.375,-5.38125,-5.38125,0.0,RB
Spencer Brown,CAR,8.9,8.8,8.8,-5.38125,-5.3875,-5.3875,0.0,RB
Patrick Laird,TB,8.9,8.6,8.6,-5.38125,-5.4,-5.4,0.0,RB
Ronnie Rivers,LAR,8.6,8.6,8.6,-5.4,-5.4,-5.4,0.0,RB
Nate McCrary,GB,8.6,8.5,8.5,-5.4,-5.40625,-5.40625,0.0,RB
Jonathan Ward,TEN,8.3,8.3,8.3,-5.41875,-5.41875,-5.41875,0.0,RB
Gerrid Doaks,HOU,8.3,8.3,8.3,-5.41875,-5.41875,-5.41875,0.0,RB
Avery Williams,ATL,8.3,8.1,8.1,-5.41875,-5.43125,-5.43125,0.0,RB
Jake Funk,IND,7.9,7.8,7.8,-5.44375,-5.45,-5.45,0.0,RB
Jaret Patterson,WAS,7.0,10.6,6.2,-5.5,-5.55,-5.275,0.0,RB
Adam Prentice,NO,7.0,11.1,11.1,-5.5,-5.24375,-5.24375,0.0,RB
Henry Pearson,GB,6.8,10.6,10.6,-5.5125,-5.275,-5.275,0.0,RB
Michael Burton,DEN,6.7,8.8,7.0,-5.51875,-5.5,-5.3875,0.0,RB
Jack Colletto,SF,5.7,9.4,9.4,-5.58125,-5.35,-5.35,0.0,RB
Jason Huntley,IND,5.6,7.8,3.6,-5.5875,-5.7125,-5.45,0.0,RB
Khari Blasingame,CHI,5.3,7.7,5.1,-5.60625,-5.61875,-5.45625,0.0,RB
Jakob Johnson,LV,5.2,9.8,9.8,-5.6125,-5.325,-5.325,0.0,RB
Keith Smith,ATL,5.1,7.7,4.6,-5.61875,-5.65,-5.45625,0.0,RB
Ellis Merriweather,NO,2.3,2.8,2.8,-5.79375,-5.7625,-5.7625,0.0,RB
Tyler Goodson,GB,2.2,2.7,2.7,-5.8,-5.76875,-5.76875,0.0,RB
Khalan Laborn,SF,1.3,1.9,1.9,-5.85625,-5.81875,-5.81875,0.0,RB
Nick Bellore,SEA,0.0,17.8,17.8,-5.9375,-4.825,-4.825,0.0,RB
Mohamed Ibrahim,DET,0.0,0.0,0.0,-5.9375,-5.9375,-5.9375,0.0,RB
Jaleel McLaughlin,DEN,0.0,0.0,0.0,-5.9375,-5.9375,-5.9375,0.0,RB
Keaton Mitchell,BAL,0.0,0.0,0.0,-5.9375,-5.9375,-5.9375,0.0,RB
Justin Jefferson,MIN,258.6,338.1,234.9,9.062500000000002,7.581250000000001,14.031250000000002,95.0,WR
Ja'Marr Chase,CIN,252.3,366.2,218.5,8.668750000000001,6.55625,15.7875,90.0,WR
Tyreek Hill,MIA,247.6,365.8,205.7,8.375,5.75625,15.762500000000001,86.0,WR
Cooper Kupp,LAR,246.7,355.9,220.8,8.31875,6.700000000000001,15.143749999999999,81.0,WR
CeeDee Lamb,DAL,229.9,348.7,194.6,7.268750000000001,5.0625,14.69375,78.0,WR
Stefon Diggs,BUF,227.0,309.6,203.4,7.0875,5.612500000000001,12.250000000000002,74.0,WR
Davante Adams,LV,221.6,288.8,207.6,6.75,5.875,10.950000000000001,70.0,WR
A.J. Brown,PHI,212.0,257.8,203.6,6.15,5.625,9.012500000000001,67.0,WR
Amon-Ra St. Brown,DET,209.2,327.1,186.1,5.975,4.53125,13.343750000000002,64.0,WR
