"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"","high","80.7","1,040.5","8.0","9.3","92.8","2.3","0.0","251.2"
"","low","59.0","880.0","2.9","7.0","53.8","0.4","0.8","176.1"
"Amari Cooper","CLE","71.4","1,018.6","7.0","0.7","1.9","0.0","0.1","179.7"
"","high","79.3","1,099.2","7.6","1.6","4.7","0.0","0.0","261.9"
"","low","65.0","947.0","6.4","0.0","0.0","0.0","0.5","163.7"
"Keenan Allen","LAC","88.3","982.0","5.5","1.6","8.9","0.0","0.6","175.4"
"","high","93.5","1,078.6","6.1","4.3","23.9","0.2","0.0","262.4"
"","low","84.7","922.6","4.8","0.0","0.0","0.0","1.0","158.1"
"Jerry Jeudy","DEN","71.0","1,043.5","5.5","2.0","18.2","0.0","0.2","174.7"
"","high","83.7","1,116.7","6.6","3.0","30.0","0.1","0.0","245.4"
"","low","63.0","936.0","3.2","0.0","0.0","0.0","0.6","158.5"
"Mike Evans","TB","73.4","1,014.5","6.0","0.1","8.2","0.0","0.1","174.6"
"","high","79.4","1,195.1","7.3","0.2","38.2","0.0","0.0","278.2"
"","low","67.0","893.5","5.0","0.0","0.0","0.0","0.5","149.7"
"Terry McLaurin","WAS","73.3","1,034.9","4.8","4.2","24.2","0.1","0.2","171.3"
"","high","81.8","1,113.0","7.0","5.0","29.3","0.3","0.0","266.5"
"","low","63.0","942.0","3.7","2.4","17.2","0.0","0.6","147.6"
"DJ Moore","CHI","63.2","945.2","6.8","5.9","35.7","0.1","0.3","170.6"
"","high","76.7","1,076.4","10.0","9.4","57.4","0.3","0.0","213.7"
"","low","53.3","860.2","3.2","0.0","0.0","0.0","0.6","170.9"
"DeAndre Hopkins","TEN","78.9","1,002.5","5.4","0.2","1.4","0.0","0.7","170.5"
"","high","85.0","1,063.9","6.5","0.8","4.9","0.0","0.0","251.6"
"","low","74.0","975.9","3.9","0.0","0.0","0.0","1.0","159.1"
"Mike Williams","LAC","71.3","990.1","5.9","1.2","5.3","0.0","0.1","170.3"
"","high","79.5","1,083.8","8.0","4.3","23.7","0.2","0.0","254.9"
"","low","60.0","873.0","3.9","0.0","0.0","0.0","0.4","145.7"
"Chris Godwin","TB","91.1","970.1","3.9","3.3","16.0","0.2","0.7","167.2"
"","high","98.8","1,103.2","5.7","4.3","24.6","0.2","0.0","284.7"
"","low","87.8","890.0","2.9","1.9","6.0","0.0","1.0","142.6"
"Christian Kirk","JAC","74.9","915.0","5.9","4.4","25.2","0.1","0.5","166.3"
"","high","82.4","1,062.2","7.0","4.7","33.7","0.2","0.0","255.1"
"","low","67.0","826.5","4.2","4.0","17.0","0.0","1.0","153.5"
"Tyler Lockett","SEA","77.8","911.4","5.9","0.3","0.8","0.0","0.6","164.3"
"","high","92.5","1,058.0","7.4","1.2","2.3","0.0","0.0","232.8"
"","low","68.6","848.0","4.9","0.0","0.0","0.0","1.0","147.9"
"Drake London","ATL","75.8","933.9","5.5","0.0","0.2","0.0","1.8","161.0"
"","high","77.0","973.2","6.0","0.0","0.8","0.0","0.0","243.4"
"","low","74.5","892.3","4.9","0.0","0.0","0.0","3.4","153.9"
"Marquise Brown","ARI","78.5","904.0","4.8","1.7","10.0","0.0","0.3","159.2"
"","high","91.8","1,043.1","5.5","4.6","27.3","0.2","0.0","215.7"
"","low","69.4","796.6","4.0","0.0","0.0","0.0","0.7","147.3"
"Diontae Johnson","PIT","78.6","908.2","4.1","3.8","21.9","0.0","0.5","156.1"
"","high","86.7","960.1","4.9","6.0","32.7","0.1","0.0","230.5"
"","low","72.5","834.0","3.0","0.0","0.0","0.0","1.2","133.3"
"Brandon Aiyuk","SF","63.6","887.0","5.4","3.4","22.0","0.2","0.6","155.5"
"","high","69.3","1,008.8","6.0","5.0","37.4","0.6","0.0","225.5"
"","low","58.0","802.0","4.4","2.0","3.0","0.0","1.0","138.8"
"Jahan Dotson","WAS","59.8","837.3","6.2","3.1","10.0","0.1","0.2","151.8"
"","high","66.8","974.9","8.2","7.5","43.7","0.4","0.0","226.5"
"","low","51.0","726.1","4.1","0.0","-7.0","0.0","0.7","140.0"
"Michael Pittman Jr.","IND","76.5","858.0","3.9","3.0","25.0","0.1","0.5","149.1"
"","high","84.2","990.5","5.7","4.7","39.0","0.2","0.0","245.1"
"","low","67.0","688.0","2.6","0.0","0.0","0.0","1.0","116.2"
"Gabe Davis","BUF","51.1","822.9","6.5","0.1","0.9","0.0","0.4","146.2"
"","high","59.5","919.9","7.0","0.3","4.4","0.0","0.0","211.7"
"","low","42.0","745.0","6.1","0.0","0.0","0.0","1.0","131.5"
"George Pickens","PIT","55.4","830.4","4.9","2.7","17.8","0.5","0.2","144.2"
"","high","65.4","892.3","6.0","4.5","28.0","1.1","0.0","192.3"
"","low","46.2","769.0","2.8","0.0","0.0","0.0","0.6","139.7"
"Jordan Addison","MIN","60.9","813.4","5.0","2.5","14.1","0.1","0.7","142.1"
"","high","69.8","904.0","5.9","4.0","25.2","0.2","0.0","187.1"
"","low","56.8","713.1","4.5","0.0","0.0","0.0","2.0","139.4"
"Brandin Cooks","DAL","60.7","798.4","4.7","3.8","23.3","0.1","0.1","141.1"
"","high","74.2","887.3","6.3","5.0","31.0","0.3","0.0","168.1"
"","low","40.2","617.8","2.9","2.5","14.0","0.0","0.4","130.4"
"Michael Thomas","NO","68.3","780.6","4.7","0.4","1.4","0.0","0.2","140.0"
"","high","77.4","936.5","7.0","1.0","6.2","0.0","0.0","244.5"
"","low","55.0","645.0","1.7","0.0","0.0","0.0","0.7","127.5"
"Jaxon Smith-Njigba","SEA","59.9","804.8","4.7","1.5","10.4","0.0","0.7","138.3"
"","high","69.7","871.9","5.6","3.9","24.6","0.2","0.0","179.3"
"","low","51.8","667.6","4.0","0.0","0.0","0.0","2.0","124.9"
"JuJu Smith-Schuster","NE","74.3","798.1","3.7","0.2","1.2","0.1","0.7","137.9"
"","high","79.0","902.2","4.7","0.9","2.6","0.3","0.0","235.0"
"","low","70.0","742.9","2.5","0.0","0.0","0.0","1.1","119.2"
"Treylon Burks","TEN","58.3","800.3","3.8","6.9","54.9","0.1","0.2","137.6"
"","high","70.1","938.1","5.3","9.5","94.3","0.3","0.0","173.8"
"","low","50.0","636.1","2.0","5.0","26.2","0.0","0.8","115.1"
"Courtland Sutton","DEN","58.1","800.0","4.0","0.6","3.3","0.0","0.1","133.4"
"","high","62.6","921.6","6.1","1.3","7.2","0.0","0.0","187.1"
"","low","56.0","728.1","1.7","0.0","0.0","0.0","0.4","113.1"
"Zay Flowers","BAL","53.8","754.6","4.7","2.6","17.5","0.1","0.7","131.7"
"","high","60.3","843.0","5.6","4.7","28.7","0.2","0.0","172.8"
"","low","48.9","679.9","3.9","0.0","0.0","0.0","2.0","127.4"
"Jakobi Meyers","LV","64.1","756.1","3.7","1.4","4.6","0.0","0.7","128.9"
"","high","69.5","806.7","4.7","2.2","12.9","0.1","0.0","208.2"
"","low","57.0","691.2","2.7","0.0","-5.0","0.0","1.1","120.1"
"Nico Collins","HOU","56.8","722.2","4.4","0.0","0.2","0.0","0.1","126.5"
"","high","61.3","808.2","5.4","0.0","0.8","0.0","0.0","198.9"
"","low","52.9","634.6","3.7","0.0","0.0","0.0","0.5","119.4"
"Odell Beckham Jr.","BAL","49.8","665.9","4.6","2.0","23.1","0.3","0.2","122.5"
"","high","57.4","786.3","6.0","3.0","58.0","1.0","0.0","198.0"
"","low","44.0","559.0","2.8","0.0","0.0","0.0","0.5","109.0"
"Kadarius Toney","KC","49.8","553.7","3.9","10.8","111.2","1.4","0.6","121.6"
"","high","67.6","686.8","4.6","18.0","195.0","3.0","0.1","213.8"
"","low","38.0","406.0","3.1","7.3","48.3","0.4","1.0","100.5"
"Rondale Moore","ARI","66.6","687.3","2.2","14.2","61.6","0.2","0.4","121.5"
"","high","74.0","795.7","3.7","21.0","114.0","0.4","0.0","213.9"
"","low","57.8","606.5","0.2","4.6","27.0","0.0","0.9","102.3"
"Tyler Boyd","CIN","57.5","695.6","3.6","1.9","10.6","0.0","0.2","121.0"
"","high","64.2","857.2","4.1","4.2","24.1","0.2","0.0","203.2"
"","low","52.3","597.7","2.4","0.0","0.0","0.0","0.4","113.0"
"Zay Jones","JAC","60.3","660.8","3.9","1.9","8.4","0.0","0.2","120.1"
"","high","67.9","757.1","5.0","3.0","12.4","0.1","0.0","205.2"
"","low","53.2","569.1","1.5","0.0","0.0","0.0","0.4","106.2"
"Quentin Johnston","LAC","49.4","704.8","4.0","2.5","14.0","0.1","0.7","119.5"
"","high","63.2","825.1","5.2","4.3","23.8","0.2","0.0","166.9"
"","low","32.9","398.7","2.7","0.0","0.0","0.0","2.0","114.7"
"Darnell Mooney","CHI","52.4","668.8","4.0","2.0","10.0","0.1","0.1","118.3"
"","high","56.4","746.1","5.0","3.7","17.9","0.3","0.0","185.5"
"","low","48.7","580.5","2.7","0.0","0.0","0.0","0.5","105.2"
"DJ Chark Jr.","CAR","46.2","716.4","3.9","0.1","1.4","0.0","0.1","118.0"
"","high","51.6","787.4","4.7","0.5","5.4","0.0","0.0","172.3"
"","low","38.0","662.0","3.0","0.0","0.0","0.0","0.5","103.1"
"Allen Lazard","NYJ","50.7","644.8","4.4","2.1","12.5","0.0","0.1","117.8"
"","high","52.6","733.0","4.8","4.3","26.1","0.1","0.0","166.6"
"","low","47.0","603.6","4.0","0.0","0.0","0.0","0.3","115.4"
"Michael Gallup","DAL","49.7","652.4","4.5","0.0","0.2","0.0","0.1","116.8"
"","high","55.1","736.9","5.9","0.0","1.0","0.0","0.0","182.3"
"","low","41.0","485.0","2.6","0.0","0.0","0.0","0.4","87.9"
"Romeo Doubs","GB","54.5","644.7","4.1","0.6","6.3","0.0","0.7","115.4"
"","high","59.0","725.3","5.1","1.5","16.9","0.0","0.0","178.0"
"","low","50.0","577.3","2.6","0.0","0.0","0.0","1.4","103.8"
"Marquez Valdes-Scantling","KC","42.2","690.3","4.2","0.7","1.9","0.0","0.1","115.2"
"","high","52.1","819.4","5.3","1.8","4.9","0.0","0.0","187.8"
"","low","36.0","622.0","3.0","0.0","0.0","0.0","0.3","92.1"
"Skyy Moore","KC","49.9","640.1","3.9","5.5","33.7","0.2","2.1","112.9"
"","high","57.0","799.3","5.7","8.4","50.8","0.6","0.0","147.3"
"","low","34.7","377.8","2.0","3.7","21.0","0.0","5.0","106.9"
"Adam Thielen","CAR","51.3","608.7","4.2","0.7","5.0","0.1","0.1","112.3"
"","high","55.3","701.5","5.0","1.8","14.4","0.2","0.0","174.0"
"","low","48.0","546.2","3.5","0.0","0.0","0.0","0.4","102.6"
"DeVante Parker","NE","46.0","669.0","3.7","0.0","0.2","0.0","0.1","112.0"
"","high","53.7","916.1","6.2","0.0","1.0","0.0","0.0","205.2"
"","low","41.0","557.3","1.8","0.0","0.0","0.0","0.4","98.8"
"Hunter Renfrow","LV","60.6","601.0","3.5","0.4","3.8","0.0","0.6","110.8"
"","high","66.6","664.5","4.9","1.0","17.2","0.0","0.0","194.4"
"","low","55.8","533.2","2.7","0.0","0.0","0.0","1.0","99.3"
"Jonathan Mingo","CAR","47.6","659.4","3.3","1.2","13.1","0.1","0.4","110.4"
"","high","51.9","728.3","4.6","2.9","37.0","0.2","0.0","180.7"
"","low","41.0","592.2","2.2","0.0","0.0","0.0","1.0","100.8"
"Curtis Samuel","WAS","47.9","518.2","2.6","25.5","138.6","0.8","0.5","108.8"
"","high","52.1","588.4","3.8","32.0","161.0","1.0","0.2","169.3"
"","low","46.1","461.4","1.0","17.6","102.5","0.5","1.0","91.0"
"K.J. Osborn","MIN","48.6","560.6","4.3","3.0","14.5","0.1","0.2","107.5"
"","high","58.7","698.4","5.1","4.2","23.6","0.2","0.0","184.5"
"","low","36.8","401.0","2.9","1.7","5.0","0.0","0.6","84.5"
"Van Jefferson","LAR","42.2","608.9","3.9","0.7","5.1","0.0","0.1","105.7"
"","high","47.9","697.8","4.8","1.7","14.1","0.0","0.0","168.7"
"","low","35.0","506.0","2.9","0.0","0.0","0.0","0.4","86.1"
"Elijah Moore","CLE","44.3","600.2","3.3","4.9","24.9","0.2","0.1","105.3"
"","high","57.3","733.7","4.1","7.6","44.6","0.8","0.0","156.4"
"","low","18.6","255.2","1.3","0.0","0.0","0.0","0.5","77.9"
"Donovan Peoples-Jones","CLE","44.2","650.9","3.2","0.4","0.5","0.0","0.6","105.0"
"","high","49.0","754.4","5.0","1.0","1.0","0.0","0.0","162.1"
"","low","38.5","509.8","2.0","0.0","0.0","0.0","1.0","90.1"
"Jayden Reed","GB","47.9","605.8","3.1","2.4","16.7","0.1","0.2","104.8"
"","high","52.8","641.7","3.7","4.4","26.9","0.2","0.0","147.3"
"","low","43.3","555.3","1.9","0.0","0.0","0.0","0.4","105.5"
"Isaiah Hodgins","NYG","47.3","522.4","4.5","0.0","0.6","0.0","0.6","101.9"
"","high","57.3","759.5","6.0","0.0","1.9","0.0","0.0","192.1"
"","low","31.1","332.7","2.2","0.0","0.0","0.0","1.0","69.7"
"Jameson Williams","DET","39.0","582.9","3.1","1.9","20.4","0.1","0.5","98.3"
"","high","47.0","723.8","4.0","5.2","34.0","0.3","0.0","140.1"
"","low","33.2","456.5","2.0","0.0","0.0","0.0","1.0","81.0"
"Rashod Bateman","BAL","40.0","607.8","3.1","0.0","0.2","0.0","0.9","97.5"
"","high","50.4","784.0","4.0","0.0","0.9","0.0","0.0","144.1"
"","low","19.9","263.7","1.3","0.0","0.0","0.0","2.0","74.1"
"Robert Woods","HOU","52.2","535.5","2.5","4.2","21.2","0.2","0.5","97.2"
"","high","65.2","645.1","4.1","8.5","53.5","0.7","0.0","180.5"
"","low","44.1","484.3","1.2","0.0","0.0","0.0","1.0","82.1"
"John Metchie III","HOU","43.2","557.3","2.8","0.9","8.1","0.0","0.2","94.6"
"","high","50.2","663.2","4.5","2.7","16.6","0.1","0.0","166.8"
"","low","35.6","404.4","1.7","0.0","0.0","0.0","0.4","75.0"
"Alec Pierce","IND","39.2","591.4","2.5","0.0","0.2","0.0","0.1","93.3"
"","high","44.7","742.8","3.4","0.0","1.0","0.0","0.0","143.0"
"","low","29.0","475.0","1.8","0.0","0.0","0.0","0.5","69.6"
"Russell Gage","TB","60.5","519.6","1.8","0.8","1.9","0.0","0.3","92.9"
"","high","60.5","680.9","3.6","0.8","2.7","0.0","0.0","180.5"
"","low","60.5","358.3","0.1","0.8","1.2","0.0","0.6","83.0"
"Rashid Shaheed","NO","33.2","519.2","2.1","3.7","42.8","0.8","0.1","89.9"
"","high","38.7","674.1","2.7","5.1","72.5","2.0","0.0","123.7"
"","low","25.5","382.7","0.9","0.0","0.0","0.0","0.5","82.3"
"Mack Hollins","ATL","42.1","493.2","2.8","0.5","12.0","0.1","0.2","88.2"
"","high","48.8","605.3","4.0","1.4","34.5","0.3","0.0","159.3"
"","low","38.2","430.5","1.5","0.0","0.0","0.0","0.4","83.7"
"Chase Claypool","CHI","35.7","496.4","2.7","5.6","37.3","0.2","0.5","87.7"
"","high","45.2","594.0","3.7","10.0","72.0","0.5","0.0","126.8"
"","low","30.0","388.0","1.0","0.0","0.0","0.0","1.0","71.9"
"Marvin Jones Jr.","DET","37.9","496.0","3.2","0.1","0.5","0.0","0.1","87.6"
"","high","40.8","574.5","4.0","0.3","2.5","0.0","0.0","138.9"
"","low","31.4","387.9","1.2","0.0","0.0","0.0","0.2","78.3"
"Mecole Hardman Jr.","NYJ","36.2","443.0","2.6","7.9","60.0","0.8","0.8","87.4"
"","high","37.8","512.9","3.1","12.8","83.6","2.0","0.2","128.1"
"","low","33.8","402.1","1.7","5.0","28.6","0.2","1.4","78.8"
"Darius Slayton","NYG","35.8","548.9","2.4","0.5","1.5","0.0","0.5","86.2"
"","high","40.2","677.7","2.9","1.0","7.6","0.0","0.0","138.8"
"","low","29.2","407.7","2.0","0.0","0.0","0.0","1.0","71.5"
"Allen Robinson II","PIT","40.0","488.2","2.7","0.1","0.4","0.0","0.1","84.9"
"","high","52.8","674.2","4.1","0.3","1.6","0.0","0.0","164.7"
"","low","32.8","362.5","0.6","0.0","0.0","0.0","0.3","70.6"
"Parris Campbell","NYG","39.7","459.7","2.4","3.6","35.8","0.1","0.3","84.0"
"","high","52.1","563.0","4.0","5.7","57.8","0.3","0.0","118.5"
"","low","27.4","285.4","1.5","0.0","0.0","0.0","0.6","57.5"
"Rashee Rice","KC","33.5","486.7","3.0","1.2","8.0","0.0","0.4","83.9"
"","high","52.5","711.2","5.1","2.7","16.9","0.1","0.0","119.3"
"","low","19.7","233.0","1.7","0.0","0.0","0.0","1.0","68.7"
"Khalil Shakir","BUF","32.0","443.8","2.1","1.2","6.8","0.1","0.2","73.6"
"","high","39.7","562.8","3.2","3.5","21.9","0.2","0.0","130.0"
"","low","18.1","227.0","0.6","0.0","0.0","0.0","0.4","49.3"
"Kendrick Bourne","NE","31.9","419.2","1.8","5.3","35.2","0.2","0.2","72.8"
"","high","37.3","460.1","2.6","8.4","55.3","0.3","0.0","96.8"
"","low","23.4","375.9","0.8","3.0","25.4","0.0","0.5","72.1"
"Tyquan Thornton","NE","29.3","384.7","2.3","3.2","13.9","0.7","0.1","72.4"
"","high","32.0","470.8","3.1","4.5","25.0","2.0","0.0","112.1"
"","low","26.0","296.3","1.3","0.0","0.0","0.0","0.4","54.0"
"Joshua Palmer","LAC","35.0","424.7","2.0","0.5","1.8","0.0","0.1","72.1"
"","high","53.0","581.0","3.0","1.0","4.3","0.0","0.0","116.8"
"","low","20.1","257.8","1.3","0.0","0.0","0.0","0.2","51.1"
"Wan'Dale Robinson","NYG","34.9","427.7","1.8","2.6","11.3","0.1","0.5","71.8"
"","high","55.0","620.0","3.0","4.1","25.8","0.2","0.0","112.9"
"","low","17.2","195.1","1.1","0.0","0.0","0.0","1.0","61.5"
"Ben Skowronek","LAR","37.1","379.2","1.5","0.4","4.7","0.3","0.1","67.9"
"","high","45.8","540.9","2.8","1.0","15.0","1.0","0.0","135.0"
"","low","26.3","205.5","0.0","0.0","0.0","0.0","0.2","54.2"
"Greg Dortch","ARI","37.7","365.0","1.4","5.8","42.8","0.1","0.5","67.5"
"","high","59.0","553.0","2.0","10.0","71.0","0.2","0.0","96.4"
"","low","23.9","232.1","0.7","4.1","26.1","0.0","1.0","53.5"
"Josh Reynolds","DET","28.7","400.9","2.2","0.2","0.4","0.0","0.2","67.5"
"","high","32.8","497.6","3.0","0.7","1.7","0.0","0.0","101.5"
"","low","22.5","284.1","0.6","0.0","0.0","0.0","0.3","57.8"
"Nick Westbrook-Ikhine","TEN","28.3","392.3","2.4","0.0","0.4","0.0","0.2","67.3"
"","high","32.8","464.0","4.0","0.0","1.8","0.0","0.0","106.4"
"","low","23.5","310.7","1.1","0.0","0.0","0.0","0.5","54.6"
"Jalin Hyatt","NYG","28.2","407.9","2.0","1.2","8.5","0.0","0.4","67.1"
"","high","47.1","601.2","3.0","2.6","16.0","0.1","0.0","111.3"
"","low","12.1","135.1","0.8","0.0","0.0","0.0","1.0","32.4"
"Marvin Mims Jr.","DEN","26.8","404.6","2.0","0.9","4.8","0.0","0.2","66.4"
"","high","41.6","629.0","3.2","2.7","16.9","0.1","0.0","116.0"
"","low","2.2","27.0","0.2","0.0","0.0","0.0","0.4","19.7"
"Michael Wilson","ARI","32.9","396.2","1.4","0.5","5.7","0.0","0.2","65.1"
"","high","42.8","511.3","2.3","1.6","12.9","0.1","0.0","81.4"
"","low","16.5","188.4","0.3","0.0","0.0","0.0","0.3","60.4"
"Terrace Marshall Jr.","CAR","24.9","399.3","1.5","0.0","0.1","0.0","0.1","61.4"
"","high","32.0","564.9","2.3","0.0","0.5","0.0","0.0","90.6"
"","low","10.0","167.5","0.3","0.0","0.0","0.0","0.3","46.9"
"Sterling Shepard","NYG","28.3","334.1","1.6","2.7","16.3","0.1","0.1","59.3"
"","high","48.0","520.0","4.0","4.7","30.1","0.2","0.0","85.6"
"","low","17.5","172.0","0.3","0.0","0.0","0.0","0.3","37.3"
"Tutu Atwell","LAR","23.6","338.1","1.3","7.1","34.7","0.4","0.2","59.0"
"","high","32.4","478.9","2.0","10.0","53.2","1.0","0.0","79.9"
"","low","16.3","213.2","0.1","2.0","12.7","0.1","0.4","46.9"
"Robbie Chosen","MIA","30.3","336.5","1.7","0.3","1.9","0.0","0.2","58.9"
"","high","41.8","435.7","3.0","0.8","5.8","0.0","0.2","76.5"
"","low","18.8","271.1","0.2","0.0","0.0","0.0","0.2","53.5"
"Trey Palmer","TB","31.1","327.9","1.5","0.3","4.6","0.0","0.1","57.8"
"","high","39.5","484.7","2.4","0.9","12.9","0.2","0.0","83.3"
"","low","26.3","213.7","0.0","0.0","0.0","0.0","0.2","47.9"
"Josh Downs","IND","23.7","354.8","1.5","0.8","6.4","0.0","0.2","56.6"
"","high","30.9","553.6","1.8","2.3","14.5","0.1","0.0","100.0"
"","low","14.1","184.6","1.1","0.0","0.0","0.0","0.4","52.0"
"Cedric Tillman","CLE","22.3","361.0","1.2","0.9","5.7","0.1","0.2","54.8"
"","high","22.3","442.0","1.9","1.8","11.3","0.1","0.1","79.6"
"","low","22.3","280.1","0.5","0.0","0.0","0.0","0.3","50.4"
"Richie James Jr.","KC","24.4","334.5","2.0","0.6","1.8","0.0","1.6","54.7"
"","high","50.0","580.0","5.0","1.0","4.0","0.0","0.0","90.4"
"","low","8.7","108.6","0.7","0.0","0.0","0.0","3.0","26.9"
"Isaiah McKenzie","IND","24.2","279.7","1.3","8.2","41.9","0.3","0.1","53.4"
"","high","34.5","348.2","2.1","9.7","54.1","0.5","0.0","78.4"
"","low","18.6","179.3","0.7","5.6","31.0","0.1","0.2","43.6"
"Laviska Shenault Jr.","CAR","20.0","255.4","0.8","16.8","84.5","0.7","0.2","52.5"
"","high","21.6","402.5","1.3","27.8","158.8","1.7","0.0","79.7"
"","low","19.3","193.3","0.1","9.8","50.6","0.3","0.3","45.4"
"Braxton Berrios","MIA","24.6","281.8","1.4","1.5","19.2","0.3","0.3","52.1"
"","high","36.5","410.9","3.0","4.6","39.5","1.1","0.0","109.0"
"","low","3.4","32.4","0.1","0.0","0.0","0.0","0.6","17.0"
"Quez Watkins","PHI","20.6","301.8","1.4","0.5","0.9","0.0","0.2","48.7"
"","high","28.1","440.6","2.3","1.5","2.2","0.0","0.0","78.3"
"","low","12.8","151.3","0.7","0.0","0.0","0.0","0.4","29.2"
"Tank Dell","HOU","18.5","298.2","1.1","0.7","6.5","0.0","0.2","46.1"
"","high","33.6","504.0","2.1","2.1","13.0","0.1","0.0","88.5"
"","low","5.6","87.2","0.5","0.0","0.0","0.0","0.3","28.0"
"Chris Moore","TEN","24.3","263.0","1.1","1.2","3.2","0.0","0.0","45.2"
"","high","38.0","466.0","2.0","3.0","9.3","0.0","0.0","64.9"
"","low","15.5","163.2","0.0","0.0","0.0","0.0","0.0","35.6"
"Puka Nacua","LAR","15.3","321.4","0.8","1.0","5.8","0.1","0.2","45.0"
"","high","15.3","452.9","1.0","1.9","11.6","0.1","0.1","77.9"
"","low","15.3","190.0","0.6","0.0","0.0","0.0","0.3","32.3"
"Anthony Miller","SF","20.6","277.2","0.9","0.0","10.9","0.1","0.0","44.7"
"","high","20.6","277.2","0.9","0.0","10.9","0.1","0.0","65.3"
"","low","20.6","277.2","0.9","0.0","10.9","0.1","0.0","65.3"
